gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.10911360596178178,-1336.9217822019796,-1381.9926593967155
2,0.17369592476009718,-1007.3889162319823,-1093.0810205608059
3,0.17890460474514022,-857.1948594449228,-1019.400494388679
4,0.1601189228653036,-793.7789006162687,-999.363240331868
5,0.1395573989941786,-904.9383234849741,-1082.801154855601
6,0.13677196592818738,-941.6903548570328,-1115.9571338067199
7,0.1567555692013583,-1096.6060445629419,-1247.857922383215
8,0.134805363629033,-961.3193534975599,-1134.3803876587729
9,0.15246681226039943,-938.6603189189212,-1151.581447805966
10,0.16249080906385427,-919.2402309749232,-1096.1371796803571
11,0.14046884856376987,-918.1801157200409,-1069.217026601941
12,0.16221577599314904,-936.2675892007207,-1088.015918810218
13,0.1835814446487227,-981.0006300613234,-1257.8570395159672
14,0.12101791912383573,-1232.9130005973193,-1301.5564660550006
15,0.11631033006171909,-1179.1330792007316,-1285.0703947516772
16,0.12002753003182122,-964.9597400579396,-1238.3128663700609
17,0.14379470491154603,-912.2550869353902,-1143.2729257357303
18,0.14120136796732113,-899.4518104128944,-1119.5862519093157
19,0.13984394381730736,-1022.3015227838792,-1212.1435775064604
20,0.13889135053641025,-868.82382536679,-1139.4157252028326
21,0.18565411054308853,-662.6411944746557,-1002.017420854293
22,0.14071029284906167,-877.7770551731452,-1128.8324318052642
23,0.13607033431546392,-957.7128483005696,-1132.585155302623
24,0.1535741733938808,-710.0178646057755,-973.0841984203819
25,0.15309751588831247,-769.7893924337355,-1034.9632337565401
26,0.15656090401546,-778.415445167303,-1025.130734655562
27,0.14515976880244008,-854.4019370505396,-1087.5957097982828
28,0.13531395298186177,-893.4791960498214,-1090.7275820420755
29,0.1792152748454895,-625.2792108593706,-925.6622965139414
30,0.17920997812312642,-691.7703691733627,-999.3441851743123
31,0.16793999548606786,-691.0361326262552,-966.1999790807145
32,0.1476151298750222,-710.0302345854641,-928.4554164250159
33,0.15320119690691114,-646.3598363446815,-932.7259324726662
34,0.14327854340929333,-774.5164619086897,-1014.169856177505
35,0.14731021656847026,-786.3172041841797,-1023.818819954575
36,0.132732756880589,-800.680464580774,-1034.4420582869484
37,0.15263950075465005,-602.2126439405603,-872.1773674694625
38,0.132634125463668,-814.4684245306875,-1050.7649283615783
39,0.1655167239919657,-691.2388690071175,-974.7751391896818
40,0.15345487098160365,-711.4580656485721,-997.0846745628592
41,0.13958684745778616,-781.8646946581459,-1031.6625855704037
42,0.16624178641569756,-621.2019344809594,-939.2090999341791
43,0.1668830746401103,-642.9953455386046,-949.3113740757789
44,0.15364810135997226,-712.2692059297834,-1013.6116675867006
45,0.1380175077080749,-898.1388206987695,-1113.7267221224254
46,0.1854657257144269,-622.4060674525367,-918.4295227954941
47,0.1682668022567043,-656.2948999688888,-950.5239738700876
48,0.15748623486995644,-607.1429345788289,-902.760216038477
49,0.16616132960387198,-605.5501811547623,-910.6599408244494
50,0.15072891168080718,-737.4070893536071,-1034.8662476050056
