gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.14956745503037963,-1183.1362611787215,-1278.2878715202046
2,0.1327262637541557,-991.7165555603751,-1091.1891991220132
3,0.15094474818597514,-1025.682207652437,-1149.728601606799
4,0.16056120310785976,-800.7372779002583,-1073.6925059949165
5,0.13972877640160591,-878.6357968960989,-1034.216201037573
6,0.1425176752306593,-880.6728682360292,-1069.3477616287137
7,0.14580296059916445,-1041.88558651632,-1217.6670312842296
8,0.1560796662569404,-785.9671803872525,-1044.8934358000827
9,0.14964171378507696,-840.6160593874174,-1020.312114277458
10,0.13544588269770566,-888.381910737539,-1079.2383462854275
11,0.14336089280603082,-916.2758662287304,-1140.0215940300868
12,0.14475928242622763,-916.7673202177223,-1115.621801043733
13,0.16036732128719827,-697.2516674114811,-952.5826600155222
14,0.15952529839853685,-757.6180908699091,-1015.0697713027134
15,0.13386064881355728,-892.9621927410539,-1097.0325831368486
16,0.148852752764151,-868.4955202101222,-1077.1405980681025
17,0.1444323782083284,-767.7919187340153,-1000.4264661151583
18,0.15806854598105785,-643.1783549888892,-917.3172291740613
19,0.1440503297159748,-756.0984729295894,-1007.4605345554988
20,0.15359375792294966,-665.1634501004107,-960.0176403583769
21,0.13636191987266372,-838.266978526922,-1057.7015214022144
22,0.15646264404914303,-685.1162370705786,-977.4726828600656
23,0.13124529282504183,-1127.904080027171,-1266.0757216054253
24,0.13512265707364812,-1044.4642274643757,-1200.645399854534
25,0.13547487752090293,-950.44456262267,-1134.3869332053594
26,0.15776328853299293,-908.0442701473949,-1126.4890118259723
27,0.14024739881820586,-842.9648470088192,-1073.5419485324446
28,0.15367935204894964,-772.2969332374096,-1020.1113967644815
29,0.1568232962486386,-750.2133633189333,-982.2656906812185
30,0.15313856893317013,-637.7660226522343,-936.795665660967
31,0.13699305429891886,-783.0247344987058,-1057.8922638720649
32,0.1304312993173571,-794.9428652198692,-1055.1435404798922
33,0.15900487980481115,-713.8002685819499,-983.6272205285237
34,0.1784395425507786,-667.1010063835204,-987.6104392755916
35,0.16191436999943953,-689.1024298265794,-1004.4757651169504
36,0.1753625153332366,-663.8287496905859,-992.4556599895436
37,0.16279526532226823,-730.6497498865704,-978.1615334126171
38,0.13770389188227278,-763.1198917709166,-1008.2664837907078
39,0.1707433893783904,-589.3025683713729,-913.9247262340027
40,0.14184958579049395,-907.3311683793294,-1148.1738124731532
