(base) PS D:\OneDrive\OneDrive - Dalhousie University\2026_Winter\ga_combine\source_code\multi_ppo_cartpole_noise> python ppo_noisy_train.py
=== Starting E2E PPO Vision Baseline (Strict Time-Equivalent) Tests IN NOISY ENVIRONMENT ===
Target Score: 495.0 | Max Steps Allowed: 1000000


--- Running NOISY Seed 101 (1/5) with 16 parallel workers ---
    [Progress] Steps: 870000 | Elapsed: 2754.3s | Recent 20-Ep Avg Reward: 110.8
    [Progress] Steps: 880000 | Elapsed: 2785.1s | Recent 20-Ep Avg Reward: 127.8
    [Progress] Steps: 890000 | Elapsed: 2816.1s | Recent 20-Ep Avg Reward: 114.8
    [Progress] Steps: 900000 | Elapsed: 2847.2s | Recent 20-Ep Avg Reward: 117.8
    [Progress] Steps: 910000 | Elapsed: 2881.8s | Recent 20-Ep Avg Reward: 115.2
    [Progress] Steps: 920000 | Elapsed: 2912.7s | Recent 20-Ep Avg Reward: 101.5
    [Progress] Steps: 930000 | Elapsed: 2943.6s | Recent 20-Ep Avg Reward: 112.2
    [Progress] Steps: 940000 | Elapsed: 2974.4s | Recent 20-Ep Avg Reward: 124.9
    [Progress] Steps: 950000 | Elapsed: 3005.6s | Recent 20-Ep Avg Reward: 104.5
    [Progress] Steps: 960000 | Elapsed: 3040.0s | Recent 20-Ep Avg Reward: 104.8
    [Progress] Steps: 970000 | Elapsed: 3070.7s | Recent 20-Ep Avg Reward: 151.4
    [Progress] Steps: 980000 | Elapsed: 3101.4s | Recent 20-Ep Avg Reward: 105.7
    [Progress] Steps: 990000 | Elapsed: 3132.6s | Recent 20-Ep Avg Reward: 129.8
    [Progress] Steps: 1000000 | Elapsed: 3167.5s | Recent 20-Ep Avg Reward: 129.3
[*] Final Result for Noisy Seed 102: Stopped at 1007616 steps in 3192.32 seconds
[*] Data strictly saved to: ppo_noisy_results_seed_102\ppo_learning_curve.csv
[*] Model successfully saved to: ppo_noisy_results_seed_102\final_ppo_model.zip

--- Running NOISY Seed 103 (3/5) with 16 parallel workers ---
    [Progress] Steps: 10000 | Elapsed: 36.3s | Recent 20-Ep Avg Reward: 19.8
    [Progress] Steps: 20000 | Elapsed: 71.7s | Recent 20-Ep Avg Reward: 20.6
    [Progress] Steps: 30000 | Elapsed: 107.3s | Recent 20-Ep Avg Reward: 27.2
    [Progress] Steps: 40000 | Elapsed: 142.1s | Recent 20-Ep Avg Reward: 22.1
    [Progress] Steps: 50000 | Elapsed: 180.1s | Recent 20-Ep Avg Reward: 33.3
    [Progress] Steps: 60000 | Elapsed: 213.5s | Recent 20-Ep Avg Reward: 58.9
    [Progress] Steps: 70000 | Elapsed: 246.3s | Recent 20-Ep Avg Reward: 57.5
    [Progress] Steps: 80000 | Elapsed: 278.6s | Recent 20-Ep Avg Reward: 72.8
    [Progress] Steps: 90000 | Elapsed: 310.6s | Recent 20-Ep Avg Reward: 71.3
    [Progress] Steps: 100000 | Elapsed: 346.0s | Recent 20-Ep Avg Reward: 106.8
    [Progress] Steps: 110000 | Elapsed: 377.2s | Recent 20-Ep Avg Reward: 116.7
    [Progress] Steps: 120000 | Elapsed: 408.9s | Recent 20-Ep Avg Reward: 124.2
    [Progress] Steps: 130000 | Elapsed: 440.3s | Recent 20-Ep Avg Reward: 154.4
    [Progress] Steps: 140000 | Elapsed: 475.3s | Recent 20-Ep Avg Reward: 160.2
    [Progress] Steps: 150000 | Elapsed: 506.0s | Recent 20-Ep Avg Reward: 185.4
    [Progress] Steps: 160000 | Elapsed: 537.2s | Recent 20-Ep Avg Reward: 200.8
