gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.13530228675852854,-1384.4276694548273,-1684.5302804843047
2,0.13849704104512495,-894.7395396241084,-1500.5233219708243
3,0.11025801591297477,-953.1504316829344,-1501.3477611760627
4,0.10426388610778033,-905.8126569962799,-1450.4847055494154
5,0.09735480561988732,-1039.8712336181422,-1500.6311045477976
6,0.11060392215071103,-871.082318870381,-1400.5176672526338
7,0.14297226529088106,-746.7134648166359,-1457.7792483507305
8,0.11127918740207088,-884.1683599115695,-1478.1807791538095
9,0.10233530436564846,-877.2195196360574,-1441.5536776103725
10,0.12352215212518464,-839.3034822037331,-1439.5060755879615
11,0.1053434465115827,-963.7809430835063,-1469.5194809135044
12,0.08877717172184116,-1082.1136650499163,-1474.5409070079359
13,0.09799989393438113,-994.3413797676433,-1459.5954070175562
14,0.11617644700712743,-791.1413693925795,-1420.8261073866684
15,0.11088597686658018,-856.2397203101822,-1415.7114631574439
16,0.10789646404229422,-797.4682557372305,-1382.1764811577887
17,0.1323964175265881,-771.7219951004562,-1378.386430926653
18,0.1380508064990597,-742.6026076722815,-1341.0146811818877
19,0.11995016344060297,-810.7976207742162,-1358.3748490985633
20,0.12432971941879697,-768.582147642568,-1359.5325329571394
21,0.11132556288654598,-775.5794388353128,-1349.781251538146
22,0.09886923778530575,-970.452028016017,-1307.3919638579623
23,0.1075319709069052,-964.7984721036153,-1290.7208189712544
24,0.10425215256028117,-908.9000143198116,-1271.4912762019324
25,0.11018567160193146,-989.8400795115325,-1299.0174888516829
26,0.10941728056549624,-806.3442865103182,-1231.2817660788762
27,0.09729488297902429,-733.7216577924789,-1150.949505393129
28,0.11750320950574428,-762.0805449530739,-1211.54127021964
29,0.08075581051681326,-849.8235958977111,-1215.341965099561
30,0.09836120035119182,-771.6830825894683,-1238.5815329869192
31,0.11060641440883444,-538.8352999799347,-1126.4726215724766
32,0.10431776050891269,-536.9636946636358,-1117.1967624913536
33,0.11047534548987234,-380.8082662400132,-1015.7636026160139
34,0.1186106135332216,-325.890575997258,-1087.92557823399
35,0.10565140860593375,-252.0804763222065,-922.4322437889921
36,0.08969459291535828,-361.4569204360645,-1009.1224383170929
37,0.1250010734249465,-100.13407458858,-907.4376125845515
38,0.09227151667129674,-302.1409334097515,-947.8636390358886
39,0.13014737632918255,-79.96866219342536,-902.3721039727458
40,0.09892262971989402,-232.8995679769483,-890.1231217203358
41,0.11655914830511727,-310.2224748209886,-958.3295981736227
42,0.10568670027437066,-72.1085798535587,-814.2101972716503
43,0.16552970035863918,-75.51078669119288,-828.9490796631147
44,0.19535719796480897,-179.0312419784488,-922.8826347667922
45,0.11310517492484812,-131.31057225559488,-892.0265024851032
46,0.11849446653731413,-129.4620898066716,-876.3241631039069
47,0.09061781837959772,-77.13364017004261,-701.3915250146142
48,0.08038791372286047,-24.209992073551767,-544.2102153821982
49,0.12969867767900123,-182.5787744770536,-745.0566119758173
50,0.09434059178095046,-79.22698631758517,-691.4780445287989
51,0.10078921581941375,-55.20185374557366,-758.6488530541257
52,0.08476515811826427,-50.31762888546809,-576.9974944313932
53,0.08041425631781252,-54.562441895458164,-546.9186521753742
54,0.0653830392412239,-24.65486377201191,-360.1630943331979
55,0.07170771415392081,-51.10704408015049,-444.86628219406776
56,0.1341944661128609,-210.55148612719353,-798.7276432811464
57,0.07842603098635087,-73.14705764388519,-531.9487766043624
58,0.06790398362969616,-50.8553056188053,-409.13732304407296
59,0.06131495906896854,-0.22337300252076958,-287.0928552696081
60,0.0784351336497203,-126.33876090711564,-481.00498503165085
61,0.10746720973161102,-50.13326730154574,-536.6899833846234
62,0.07861735114766971,-79.03726483354065,-456.15105246938793
63,0.07678423080958936,-74.47045922378724,-534.7201889510678
64,0.11111504411487336,-52.28326008073068,-648.8641282006076
65,0.09211699336694143,-51.01854279299006,-620.0591222286903
66,0.08427497162388647,-77.95912122674845,-581.2239816883816
67,0.06986219871061781,-26.836228381423478,-399.71572653057694
68,0.09147881260102003,-91.75203114023176,-368.8531220850223
69,0.07517862838775796,-102.47815963560478,-496.56584148083124
70,0.07272242717970148,-49.096891822923716,-430.5477211139927
71,0.07295230174785769,-74.27228096243881,-454.0092221069805
72,0.08207200764494842,-98.01152248809323,-483.8250234806376
73,0.07451848502656702,-98.2050468078919,-448.4153775510235
74,0.07210055040124537,-136.54857452477992,-451.33855534131783
75,0.06989664674452102,-90.79491384206314,-420.57377245035786
76,0.06446961152396098,-50.58914280773065,-307.8329084358696
77,0.0635421376947701,-25.510412299754915,-299.04774041797316
78,0.06510585778301634,-45.88724056637581,-346.14040692356326
79,0.08370085020766596,-103.07117810475339,-615.4721583166861
80,0.07070128472190368,-76.58309411566763,-422.41601317092545
81,0.06956418281675639,-49.91738534548122,-412.8570814948527
82,0.07045077378753074,-52.87505950519519,-404.96469848449857
83,0.0700260103449939,-51.801956625066666,-413.05482455297096
84,0.0698484560986447,-49.705923875111964,-394.39551474632907
85,0.07135287332279225,-48.76498173884433,-430.0749561071087
86,0.06732412885219735,-72.23302583667461,-372.3811274845983
87,0.0870896771489778,-106.77450035589595,-653.8231217830652
88,0.07730867940658517,-154.29098733932605,-567.7687855804697
89,0.06368997554631406,-50.74564049089418,-316.40179895214345
90,0.08076605954977073,-73.8078434226043,-536.5159260376033
91,0.06940168276242095,-76.82424668439005,-438.4697721311314
92,0.06723798135852309,-58.3815482213148,-379.85306668545206
93,0.07354332858484888,-98.65317180922975,-474.0808998932551
94,0.06967110113973556,-113.79754297136326,-469.08947106456105
95,0.07572739516026164,-152.18777069227218,-569.890227586103
96,0.06476074279392802,-74.2567565721479,-375.0360644048371
97,0.06813062396339589,-123.07116524746598,-446.9639684522093
98,0.06912814221610458,-75.24873170803404,-425.61998077698365
99,0.0737985458565513,-93.67941986939846,-481.58188241622395
100,0.06138062486523645,-48.03516428242596,-294.99594726299586
