generation,individual_id,seed_value,raw_reward,shared_fitness
1,0,2027,-1903.0157851202364,0.06681524102154127
1,0,2050,-1754.9883564305758,0.06681524102154127
1,0,2118,-1485.0943129024438,0.06681524102154127
1,0,2123,-1625.0101336980786,0.06681524102154127
1,0,2054,-1064.2537232161617,0.06681524102154127
1,1,2027,-1951.3074586449875,0.04193740203609997
1,1,2050,-1883.7932885679643,0.04193740203609997
1,1,2118,-1570.5327114258662,0.04193740203609997
1,1,2123,-1591.856774426409,0.04193740203609997
1,1,2054,-1550.6181941526681,0.04193740203609997
1,2,2027,-1858.6604932142043,0.05377132089913486
1,2,2050,-1823.211406677259,0.05377132089913486
1,2,2118,-1671.6109794829624,0.05377132089913486
1,2,2123,-1739.369196136978,0.05377132089913486
1,2,2054,-1430.847812601677,0.05377132089913486
1,3,2027,-1929.2218088988639,0.04115223795284443
1,3,2050,-1882.2084208307613,0.04115223795284443
1,3,2118,-1680.451427073736,0.04115223795284443
1,3,2123,-1784.8915922671342,0.04115223795284443
1,3,2054,-1176.1595348881656,0.04115223795284443
1,4,2027,-1955.1205356559124,0.037489967413991854
1,4,2050,-1906.1791387442954,0.037489967413991854
1,4,2118,-1583.8132337032848,0.037489967413991854
1,4,2123,-1781.0548225032678,0.037489967413991854
1,4,2054,-1213.8687994557679,0.037489967413991854
1,5,2027,-1873.0587704061466,0.05338295621145392
1,5,2050,-1803.9532203162273,0.05338295621145392
1,5,2118,-1653.8245659914064,0.05338295621145392
1,5,2123,-1723.3581216141347,0.05338295621145392
1,5,2054,-1445.3163702588274,0.05338295621145392
1,6,2027,-1931.9134207075174,0.050171646795936206
1,6,2050,-1847.473107743375,0.050171646795936206
1,6,2118,-1532.2429761419692,0.050171646795936206
1,6,2123,-1696.777057898185,0.050171646795936206
1,6,2054,-1167.7677379170282,0.050171646795936206
1,7,2027,-1892.576950895063,0.0407635981987189
1,7,2050,-1851.869270651326,0.0407635981987189
1,7,2118,-1729.3287455857262,0.0407635981987189
1,7,2123,-1782.1663022038235,0.0407635981987189
1,7,2054,-1571.7586642448348,0.0407635981987189
1,8,2027,-1879.031334336009,0.06184917667345191
1,8,2050,-1770.560801226977,0.06184917667345191
1,8,2118,-1560.2640621578919,0.06184917667345191
1,8,2123,-1675.2409734378568,0.06184917667345191
1,8,2054,-1268.878140226949,0.06184917667345191
1,9,2027,-1957.2384165889055,0.023322461386898766
1,9,2050,-1904.7092951368948,0.023322461386898766
1,9,2118,-1777.9348379500661,0.023322461386898766
1,9,2123,-1830.8968829739256,0.023322461386898766
1,9,2054,-1587.9705903533777,0.023322461386898766
1,10,2027,-1952.926143842361,0.047310783085461494
1,10,2050,-1883.5733405199148,0.047310783085461494
1,10,2118,-1357.5448141687027,0.047310783085461494
1,10,2123,-1693.156115549281,0.047310783085461494
1,10,2054,-1341.3881032316517,0.047310783085461494
1,11,2027,-1906.3814974640943,0.0657095029755218
1,11,2050,-1751.0313453988313,0.0657095029755218
1,11,2118,-1562.8269573720443,0.0657095029755218
1,11,2123,-1400.7214249674266,0.0657095029755218
1,11,2054,-1531.0073844646338,0.0657095029755218
1,12,2027,-1828.1329884932243,0.059312745349379664
1,12,2050,-1798.947807467355,0.059312745349379664
1,12,2118,-1673.5515764044508,0.059312745349379664
1,12,2123,-1727.1646618499974,0.059312745349379664
1,12,2054,-1513.5821413263577,0.059312745349379664
1,13,2027,-1932.636876842378,0.031043392198570177
1,13,2050,-1877.7052751597128,0.031043392198570177
1,13,2118,-1746.087190243877,0.031043392198570177
1,13,2123,-1801.1431274086508,0.031043392198570177
1,13,2054,-1587.1480653219528,0.031043392198570177
1,14,2027,-1918.0169279009247,0.0542015277675588
1,14,2050,-1852.4000154355685,0.0542015277675588
1,14,2118,-1385.3301514718582,0.0542015277675588
1,14,2123,-1678.6149024954404,0.0542015277675588
1,14,2054,-1386.7174399064643,0.0542015277675588
1,15,2027,-1920.305289558145,0.05466373027272839
