gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.13377381503459096,-1155.5392941945572,-1220.020676083499
2,0.13253030116344247,-1223.2888240219013,-1330.0754145237515
3,0.12001717338775639,-1131.424639098838,-1275.7656547899073
4,0.12252304107747909,-1079.828739815088,-1146.8218921912915
5,0.11969152843990495,-1165.5490607427942,-1255.7060633446526
6,0.13138008037618795,-1032.2011606092713,-1204.8163604651913
7,0.12747259000825406,-1072.0700935857228,-1178.3513991665423
8,0.16208474893584457,-859.2489690635888,-1063.5609992091854
9,0.14125524478707002,-887.2975433264037,-1073.3536818706057
10,0.13235749208196837,-937.1066255834954,-1098.9845179929937
11,0.15405885661006327,-1112.5963970252437,-1284.969373222599
12,0.15472842747239182,-797.5293768451043,-1042.3147203337437
13,0.16383220800716908,-776.1284089529715,-1022.8177142232447
14,0.15833252394110026,-634.3492767362031,-896.7156732571327
15,0.14667097882072638,-836.915753682271,-1062.6219511932882
16,0.1616916627482795,-673.4443723263685,-940.8544999169276
17,0.13639754643592722,-831.5455886274892,-1046.5749959101468
18,0.17259911587814666,-670.7287151416654,-954.3876388155041
19,0.1559866188308939,-699.04163274683,-932.3799527319173
20,0.14574284994485692,-805.5089622182508,-1032.1278312876375
21,0.14009894831480071,-763.2751111658465,-995.4308320703428
22,0.13850046383967138,-688.5004546972244,-920.1781378322671
23,0.13569900921879718,-919.3150134216551,-1119.1415788505687
24,0.16637093855730126,-796.6481973577231,-1047.022255590682
25,0.1381923038918786,-941.1377265788826,-1163.6940835507676
26,0.1494752145247608,-852.518400568992,-1127.0494602329288
27,0.17298853103046444,-682.841301350316,-977.4013619996977
28,0.15542957861819454,-650.798049693374,-948.6123479678547
29,0.1543707783115195,-785.9441478906851,-1053.2734221992382
30,0.15900726782197155,-708.5450998211086,-989.3151578755783
31,0.15415163344094598,-753.4383307954786,-1072.960864257809
32,0.16008527684348733,-651.8952435172378,-989.0916174996486
33,0.17331315139055148,-670.8506875124226,-969.1226396283264
34,0.15200777754387024,-743.4786534837085,-1017.500327229182
35,0.14743523981342432,-733.7940067424806,-1005.5364249820562
36,0.1538505628183563,-656.7718188561628,-929.8741583599331
37,0.13919278302004406,-663.928308868419,-924.5550119287032
38,0.18003439730213838,-712.0416553748989,-993.3640063917379
39,0.15377096419445305,-707.8346909022337,-1008.102987226014
40,0.15503737612910745,-691.9374943877276,-967.7525676537572
41,0.17245425681489665,-656.5629478775152,-955.1443750612494
42,0.14818573833712423,-764.3805891795384,-1073.7681729790852
43,0.17265565580058673,-670.2863697716355,-1005.9128693756576
44,0.1623169318506168,-621.0195832668021,-976.4798710989328
45,0.19394132578678763,-648.6563787487127,-996.8750225233488
46,0.1752556297260965,-609.4882130553743,-952.8963628102425
47,0.1827335944817792,-654.14972951377,-973.160676618013
48,0.17606951240821353,-693.0748312262724,-993.0767209528898
49,0.1549277896743827,-616.1538043700134,-920.9304516026866
50,0.16056231943693705,-646.4792281083693,-921.7558399856559
51,0.1377703547461058,-906.1832878015251,-1166.7705571588674
52,0.16737815220279229,-635.0732792244874,-943.3896335493376
53,0.13816901398174883,-793.3076575788813,-1056.687697530254
54,0.14694724580887839,-731.6873791117564,-995.813291395485
55,0.17436333852820246,-630.9709696929715,-955.1438097287298
56,0.1648675542284607,-756.74878993783,-1068.8491902681137
57,0.19052533493207854,-673.9840941440035,-995.1143934205246
58,0.1299812718072691,-826.4430414752396,-1034.3215200504078
59,0.1543889052969548,-755.8471699320054,-1045.5658509242971
60,0.16595714703978054,-709.8882185782211,-995.2683219622165
61,0.17852874437270955,-688.7087825502022,-998.0472061433268
62,0.16001013415457443,-631.0859053667127,-951.4215350700936
63,0.14183723771885223,-713.2379276931413,-956.6309883063221
64,0.15378303582027242,-670.2656706145756,-970.8351665334858
65,0.1348406577471576,-797.0868794239544,-1058.2959932921888
66,0.17033455781665086,-609.2638635140902,-948.249251485294
67,0.15351947760495416,-720.1278433310022,-1022.0933807562785
68,0.15151676804328268,-608.6132532357628,-902.282424024221
69,0.1626326706675979,-617.8100661834628,-951.4800948253023
70,0.13970919550857563,-750.8512818699606,-1000.2267644032088
71,0.16443765491279438,-649.7221267773733,-1016.9207759688443
72,0.14761774545608194,-695.9906297618674,-1010.6999980550088
73,0.15894699001128185,-714.4503208964936,-1022.4837790967374
74,0.1665756480568657,-713.8605131287777,-1023.0678752517997
75,0.15196323847234858,-850.9513435988199,-1067.8766660081442
76,0.16020955277830606,-708.6892758798965,-954.21122357668
77,0.15318757854446607,-686.2264348662985,-969.0809959184651
78,0.15248549969898959,-717.0180493410107,-1015.8382348738528
79,0.16526586444924454,-625.5137544101832,-958.1546596820159
80,0.164909892235888,-638.7792121024404,-963.4016091183252
81,0.1691334833054642,-594.9328493415563,-990.2667884668957
82,0.18735513065760992,-608.1616207505608,-965.4162400719932
83,0.15870886337850135,-803.986885605955,-1067.82951913176
84,0.1689548641527174,-709.781620943075,-989.8047475350561
85,0.151612878912501,-645.7709008249014,-958.9854426701379
86,0.17967517999882957,-623.513258805094,-1007.9391749785842
87,0.15671478095441255,-669.8244988547287,-967.9318719704755
88,0.18135254949804192,-628.3631961087157,-963.2969510557259
89,0.16146375499846483,-688.4889567580924,-1025.564242333689
90,0.1785712781935494,-630.401957616647,-1012.2328530874112
91,0.1733948996966764,-784.1712954265662,-1095.0612425859608
92,0.17164569134305302,-708.9481596755402,-1029.2674059793744
93,0.1489943511905468,-665.8972981558686,-954.8296688277209
94,0.15755178450811966,-782.658965783464,-1093.5143503203706
95,0.1444932415380399,-765.5991168586831,-1035.7820575493845
96,0.1545189572861541,-735.4132745466734,-1034.0333872523997
97,0.15483637957814314,-634.131885311034,-938.6870727151673
98,0.163278116172665,-693.5950608965402,-979.514409288488
99,0.1681785886565209,-672.9809192140815,-984.8302478414265
100,0.17576191473684435,-693.5765714992745,-1057.2513803785428
