Generation,Best_Reward,Avg_Reward,Std_Reward,Worst_Reward
1,-243.2,-490.112,44.28303801682987,-500.0
2,-186.6,-484.34,54.45838411117246,-500.0
3,-185.0,-461.5959999999999,89.19765458799911,-500.0
4,-148.2,-428.02,109.85529573033793,-500.0
5,-137.0,-411.9359999999999,126.16768169384741,-500.0
6,-139.2,-418.852,123.67094928074256,-500.0
7,-176.6,-413.712,126.39689970881405,-500.0
8,-162.4,-407.92799999999994,127.88475912320436,-500.0
9,-119.0,-406.44399999999996,140.375589273919,-500.0
10,-127.8,-413.18399999999997,136.69933044459287,-500.0
11,-127.8,-410.856,134.11998830897653,-500.0
12,-120.4,-404.084,138.32292703669916,-500.0
13,-127.2,-394.272,149.7959238964799,-500.0
14,-126.2,-400.164,133.50361607087652,-500.0
15,-120.6,-399.672,139.00175400332185,-500.0
16,-116.6,-389.832,152.10421879750737,-500.0
17,-127.8,-392.936,147.10801713027064,-500.0
18,-110.8,-409.38800000000003,148.04216918162203,-500.0
19,-112.6,-377.3399999999999,147.84751198447674,-500.0
20,-110.6,-378.52799999999996,155.6662057609165,-500.0
21,-113.8,-351.68,152.0557213655573,-500.0
22,-110.0,-385.532,148.12955200094274,-500.0
23,-109.6,-370.11999999999995,161.23270635947287,-500.0
24,-112.4,-341.084,171.3503596261181,-500.0
25,-111.4,-354.69599999999997,167.32051274126553,-500.0
26,-89.8,-356.82,160.24367569423762,-500.0
27,-88.0,-357.152,158.93565269001164,-500.0
28,-86.4,-354.552,170.3674079629082,-500.0
29,-85.0,-349.08799999999997,172.56731166707092,-500.0
30,-100.0,-312.704,168.12751465480002,-500.0
31,-92.4,-332.68,180.20122974053203,-500.0
32,-92.0,-323.58799999999997,176.7632876363189,-500.0
33,-92.6,-352.94399999999996,179.18581211691958,-500.0
34,-94.4,-299.46,173.71226439143553,-500.0
35,-88.8,-335.888,179.51932780622815,-500.0
36,-85.6,-283.62,178.1210835358914,-500.0
37,-86.2,-273.58,166.9872725688997,-500.0
38,-93.4,-294.47999999999996,177.75573352215673,-500.0
39,-87.0,-300.332,170.31021395089607,-500.0
40,-88.6,-316.048,186.6008169757035,-500.0
41,-89.8,-293.95200000000006,182.55750024581295,-500.0
42,-96.6,-296.348,176.77211458824607,-500.0
43,-91.6,-275.452,174.6839651942902,-500.0
44,-88.2,-280.84,176.40504301181414,-500.0
45,-82.8,-252.8,164.92659700606208,-500.0
46,-83.0,-263.784,171.51826417032095,-500.0
47,-86.4,-289.964,176.8065233638171,-500.0
48,-88.0,-297.68,177.72794940582642,-500.0
49,-89.8,-325.092,185.72817647303813,-500.0
50,-93.4,-301.31200000000007,176.6058715218721,-500.0
51,-92.0,-284.676,176.80199044128435,-500.0
52,-90.2,-262.124,170.33378474043252,-500.0
53,-95.8,-227.024,159.48762780855446,-500.0
54,-96.0,-295.544,167.8943479215426,-500.0
55,-94.8,-271.00800000000004,178.70442170243018,-500.0
56,-85.2,-269.62800000000004,160.46839444575994,-500.0
57,-92.6,-291.416,178.80025879175903,-500.0
58,-90.8,-280.296,169.58172184525077,-500.0
59,-87.2,-296.324,184.29053102099414,-500.0
60,-93.0,-264.828,184.59911163383208,-500.0
61,-88.8,-277.96,179.2224494866645,-500.0
62,-91.8,-281.304,183.84438306350293,-500.0
63,-84.8,-264.368,184.2468316579691,-500.0
64,-85.8,-302.80800000000005,183.34266916350924,-500.0
65,-84.8,-259.14,180.41564122880254,-500.0
66,-86.8,-275.64799999999997,181.64366241628142,-500.0
67,-88.4,-319.168,180.51628340955835,-500.0
68,-93.4,-242.49599999999998,171.52675005374525,-500.0
69,-93.8,-299.88,175.4551475448925,-500.0
70,-91.6,-270.752,175.9811060767604,-500.0
71,-97.2,-213.71599999999998,149.61845923548336,-500.0
72,-93.6,-219.52,157.91124089183774,-500.0
73,-91.4,-272.82,174.57412523051633,-500.0
74,-91.6,-291.184,177.92280051752783,-500.0
75,-88.6,-276.048,177.44488523482437,-500.0
76,-85.6,-283.796,188.81361175508508,-500.0
77,-91.2,-302.80400000000003,180.61294079882538,-500.0
78,-97.6,-313.15200000000004,181.65973273127977,-500.0
79,-91.8,-260.56,173.14120480116802,-500.0
80,-93.2,-338.35600000000005,181.54180693162664,-500.0
81,-93.8,-290.66,173.23898983773833,-500.0
82,-94.0,-268.64000000000004,170.20239716290718,-500.0
83,-89.4,-250.65600000000003,173.8612368068282,-500.0
84,-88.6,-305.832,180.2489671981507,-500.0
85,-88.0,-228.04,164.6189490915308,-500.0
86,-87.4,-301.212,188.9569576808433,-500.0
87,-88.4,-278.50800000000004,172.73342796343735,-500.0
88,-92.6,-269.724,165.39754721276853,-500.0
89,-89.2,-222.37199999999996,157.17824790981734,-500.0
90,-91.4,-247.3,163.15943736112845,-500.0
91,-87.4,-250.17199999999997,165.34836925715356,-500.0
92,-86.6,-207.11599999999999,150.00169113713352,-500.0
93,-85.2,-237.80000000000004,160.71834742803946,-500.0
94,-87.4,-216.908,156.3730319972085,-500.0
95,-89.6,-277.86,175.85794380692616,-500.0
96,-89.6,-263.91200000000003,173.00476368007904,-500.0
97,-84.8,-217.012,144.77550848123448,-500.0
98,-90.0,-267.592,183.24242722688433,-500.0
99,-91.4,-236.048,171.805827887182,-500.0
100,-91.2,-238.34399999999997,165.4836501410336,-500.0
