generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_reward
1,0.15920834799032796,16.4,10.28,16.4
2,0.2925536286655065,35.0,11.811999999999998,35.0
3,0.2515617202436824,47.6,19.084,47.2
4,0.2600185299466131,62.6,23.999999999999996,62.6
5,0.27611349630594667,83.6,29.992000000000004,83.6
6,0.2646130301360941,87.6,34.424,87.6
7,0.25425404386005934,86.2,36.38,86.2
8,0.24408667895557276,81.2,37.68800000000001,81.2
9,0.23772894591423294,80.8,37.392,80.2
10,0.43193026599817785,182.0,42.163999999999994,182.0
11,0.4167322386950392,188.2,46.944,188.2
12,0.43139028885671465,186.8,41.26,186.8
13,0.4256670762988396,213.8,52.779999999999994,213.8
14,0.4131841304118783,207.2,57.624,207.2
15,0.39310904634791227,215.6,66.62,215.6
16,0.37315499635886495,198.4,66.276,198.4
17,0.4620296569077842,344.8,74.62400000000001,344.8
18,0.41872275569128414,500.0,120.43599999999998,500.0
