generation,individual_id,seed_value,reward,shared_fitness
1,0,2027,-1915.6322383217162,0.08310351861060948
1,0,2050,-1397.2988225671038,0.08310351861060948
1,0,2118,-1146.9261420722619,0.08310351861060948
1,0,2123,-1280.7358819265226,0.08310351861060948
1,0,2054,-902.4088526032867,0.08310351861060948
1,1,2027,-1837.487471816189,0.12278925923249696
1,1,2050,-1326.904495628817,0.12278925923249696
1,1,2118,-1156.2237265117471,0.12278925923249696
1,1,2123,-1287.7174877249158,0.12278925923249696
1,1,2054,-1180.1478971920096,0.12278925923249696
1,2,2027,-1921.0043110118377,0.08412062400101289
1,2,2050,-1408.6090563641126,0.08412062400101289
1,2,2118,-1125.3217910237222,0.08412062400101289
1,2,2123,-1276.2246077568755,0.08412062400101289
1,2,2054,-726.3738017982357,0.08412062400101289
1,3,2027,-1879.0869556381049,0.10009344760116293
1,3,2050,-1367.467898728812,0.10009344760116293
1,3,2118,-1161.6574717576877,0.10009344760116293
1,3,2123,-1288.9838005637469,0.10009344760116293
1,3,2054,-1081.3083750290818,0.10009344760116293
1,4,2027,-1885.4376794153397,0.09700416224541575
1,4,2050,-1343.8327009144325,0.09700416224541575
1,4,2118,-1136.0320613223105,0.09700416224541575
1,4,2123,-1279.270106215408,0.09700416224541575
1,4,2054,-1145.9193754362313,0.09700416224541575
1,5,2027,-1817.8775007758395,0.13367830442481587
1,5,2050,-1314.522935703897,0.13367830442481587
1,5,2118,-1155.6660085401481,0.13367830442481587
1,5,2123,-1288.25025040694,0.13367830442481587
1,5,2054,-1202.0615127081908,0.13367830442481587
1,6,2027,-1827.268079456639,0.13289545147709234
1,6,2050,-1450.7045098745978,0.13289545147709234
1,6,2118,-955.011899228828,0.13289545147709234
1,6,2123,-1194.2466145665478,0.13289545147709234
1,6,2054,-1127.3852653252688,0.13289545147709234
1,7,2027,-1887.0936621670312,0.09911921649177603
1,7,2050,-1377.6290039370758,0.09911921649177603
1,7,2118,-1156.4476889887649,0.09911921649177603
1,7,2123,-1283.8447108159162,0.09911921649177603
1,7,2054,-913.7568921261404,0.09911921649177603
1,8,2027,-1845.059854868825,0.11830183300253495
1,8,2050,-1338.521139332027,0.11830183300253495
1,8,2118,-1159.7403851503814,0.11830183300253495
1,8,2123,-1290.4951543903817,0.11830183300253495
1,8,2054,-1164.8638145711357,0.11830183300253495
1,9,2027,-1867.871959336283,0.10646452756957359
1,9,2050,-1364.3789098501054,0.10646452756957359
1,9,2118,-1162.2077011568053,0.10646452756957359
1,9,2123,-1292.2512988479377,0.10646452756957359
1,9,2054,-1074.8187767224128,0.10646452756957359
1,10,2027,-1876.0615092228134,0.10698328473040046
1,10,2050,-1428.2402972340847,0.10698328473040046
1,10,2118,-1066.9862506833988,0.10698328473040046
1,10,2123,-1232.746384597365,0.10698328473040046
1,10,2054,-922.910218476418,0.10698328473040046
1,11,2027,-1902.7692760889145,0.09091624954228682
1,11,2050,-1424.5557121632223,0.09091624954228682
1,11,2118,-1070.5593468428121,0.09091624954228682
1,11,2123,-1260.436387302022,0.09091624954228682
1,11,2054,-942.5592347615966,0.09091624954228682
1,12,2027,-1835.23537687849,0.12622759685695403
1,12,2050,-1322.7378846885376,0.12622759685695403
1,12,2118,-1150.5613114514676,0.12622759685695403
1,12,2123,-1283.7397243719988,0.12622759685695403
1,12,2054,-1097.0145955406913,0.12622759685695403
1,13,2027,-1869.64954137607,0.10828210265100244
1,13,2050,-1332.6747110208823,0.10828210265100244
1,13,2118,-1123.1475939346642,0.10828210265100244
1,13,2123,-1274.179687369628,0.10828210265100244
1,13,2054,-1070.1584295736163,0.10828210265100244
1,14,2027,-1886.4305533634692,0.10494373785049349
1,14,2050,-1434.1529331363745,0.10494373785049349
1,14,2118,-1071.6475106460707,0.10494373785049349
1,14,2123,-1258.5906859259453,0.10494373785049349
1,14,2054,-694.6702614808681,0.10494373785049349
1,15,2027,-1899.6807335399292,0.09099588604995928
1,15,2050,-1348.4263802095893,0.09099588604995928
1,15,2118,-1130.622348641787,0.09099588604995928
1,15,2123,-1274.4807517859035,0.09099588604995928
1,15,2054,-1061.5177982476534,0.09099588604995928
1,16,2027,-1913.8568010256417,0.08210583539588429
1,16,2050,-1387.59664699385,0.08210583539588429
1,16,2118,-1151.2961785380894,0.08210583539588429
1,16,2123,-1281.8765256930387,0.08210583539588429
1,16,2054,-1005.8372630567387,0.08210583539588429
1,17,2027,-1893.5615114876955,0.09299377909248993
1,17,2050,-1376.7693611747952,0.09299377909248993
1,17,2118,-1153.6263623606617,0.09299377909248993
1,17,2123,-1282.548049679293,0.09299377909248993
1,17,2054,-1039.412860804456,0.09299377909248993
1,18,2027,-1784.3814856814688,0.15178080052252751
