generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_reward
1,0.04484833470013224,-71.45394444496957,-498.23348207639646,-71.45394444496957
2,0.04602359988931132,-86.35256913376779,-353.82699594051957,-94.77720278146748
3,0.045374694708060645,-61.394098701830465,-261.86108475524566,-61.394098701830465
4,0.04620160112990989,-75.05903290313881,-246.05182224743396,-103.13966043480193
5,0.04531855756937604,-64.42107168785932,-172.8310616929959,-64.42107168785932
6,0.04517856696298914,-73.07628032122906,-187.85066925752932,-73.07628032122906
7,0.044579595755530485,-90.71269846054832,-221.5460513594052,-90.71269846054832
8,0.044521260683568945,-89.47291607758034,-252.80942687512635,-89.47291607758034
9,0.04774114912865755,-86.86717432897873,-218.51267427675066,-122.86709819254551
10,0.045979566052046714,-88.73740156578188,-246.64513997638545,-123.85030612959508
11,0.04524854575186682,-74.52464614325524,-239.0290619925189,-74.52464614325524
12,0.045317901777099434,-68.72839626336065,-196.96957597329626,-68.84406470184608
13,0.04552980352028292,-86.21123170732872,-229.4883405956017,-86.21123170732872
14,0.044950153494920694,-120.28093854048409,-266.6231766726326,-128.61913477443082
15,0.044925394857115636,-118.93260795178416,-228.66447389218527,-125.68611141765157
16,0.04765701399179784,-80.22079726968926,-233.2923990381468,-120.03379524983966
17,0.04594505020634941,-78.07813296712092,-238.75045931817266,-122.99549337607232
18,0.04600418652447003,-79.19554494578499,-226.41196039688148,-79.19554494578499
19,0.04937850910969741,-89.8456673820042,-240.5593383601321,-120.5427093367083
20,0.04759729592693198,-102.69659350242891,-218.6350154668095,-102.69659350242891
21,0.04788166555314077,-107.96866102750717,-225.9814472373433,-108.31564569824225
22,0.04772878713236585,-90.63444898814006,-197.8958117023729,-90.63444898814006
23,0.04789304324017098,-106.04001060831061,-206.25087068461318,-106.04001060831061
24,0.04730511632368564,-104.6867827083681,-219.5098911264465,-104.6867827083681
25,0.047360406608536264,-121.0397472604106,-239.2357901116243,-121.0397472604106
26,0.04725696179770743,-105.49702348498208,-235.84583064586366,-105.49702348498208
27,0.0466282707324495,-100.33407837138145,-215.45294816694755,-118.57598318393677
28,0.04626049037688033,-104.00161129199441,-228.06690597559276,-121.28831496396192
29,0.04894865873273981,-103.4173825931667,-262.8744184214189,-103.4173825931667
30,0.04598519144030105,-108.14332386216206,-270.4298604778205,-147.6741461699546
31,0.04536903602676519,-122.51919942479098,-265.560920207727,-145.07355078434415
32,0.04498641188070164,-110.78924287740395,-229.42988083126264,-141.24272349668755
33,0.04936123231418278,-102.468206821123,-260.35866881433833,-102.468206821123
34,0.04780902187536153,-109.84140350539258,-239.71376355379093,-123.12764618795681
35,0.047554871566329246,-112.98858761179542,-195.35170053472112,-123.4335551131293
36,0.04714940322108001,-106.84583020753337,-215.75958996064938,-106.84583020753337
37,0.04772842901524271,-105.06446101257534,-186.8246860231462,-112.71763779738797
38,0.047113944899940446,-114.11455952271692,-217.91529421513897,-114.11455952271692
39,0.047676718186179086,-95.73117705016827,-207.35930716884275,-95.73117705016827
40,0.04695608575373858,-70.11973614491103,-212.0681423740096,-70.11973614491103
41,0.04573159512071541,-104.09615358864353,-220.16380159323333,-118.64778208715855
42,0.045040203554487276,-73.47901139366874,-221.73508579275074,-114.17751258330452
43,0.04603708634875682,-98.83841185377284,-221.10589006189866,-114.38763859233127
44,0.04709225106078397,-84.81903557399278,-199.54610725168635,-84.81903557399278
45,0.04852720959365957,-93.24194231824458,-218.2545791470043,-93.24194231824458
46,0.04939002337879115,-76.8759372525916,-186.82003278311078,-76.8759372525916
47,0.04700237541506525,-124.01970636987787,-220.62826482608088,-134.35455082838968
48,0.046301162850375555,-96.78706652751335,-222.65794790827547,-142.14993492553612
49,0.04586327011840663,-101.52765787294204,-212.48196521831792,-146.77965560851072
50,0.04526309610011606,-84.70224625765582,-219.7905347154291,-103.32141123803258
51,0.04523138495115333,-94.09623292506342,-223.17855079421744,-94.09623292506342
52,0.04544673362750852,-92.44797834301785,-222.82565623440587,-92.44797834301785
53,0.0461735090446269,-87.55702078293464,-234.5912460723929,-102.77333263109729
54,0.04540486565789058,-85.1671959933133,-172.332031003945,-100.62196908705785
55,0.044977733886329675,-100.42853527462407,-222.21084458433452,-103.46130025142045
56,0.044676065387085316,-89.8550209535847,-207.9875321953563,-93.43680864448177
57,0.04424918208147892,-91.50002624497805,-214.79705480070325,-114.7799927796727
58,0.044894699397357116,-121.00033938470123,-215.2641538694998,-122.2017548720855
59,0.04476429100016853,-128.13677812896285,-209.48643575528368,-128.13677812896285
60,0.04641845117958343,-120.83656539837288,-193.18378624589053,-121.83223507418768
61,0.04525786100817392,-114.25976301304638,-220.21718869691043,-126.47036238969918
62,0.04556672717015663,-109.62062246507173,-230.467704116084,-119.25733751325713
63,0.04524906281001281,-112.12830769550828,-204.0392221086795,-120.61444119367431
64,0.04529826395707166,-109.0201124832918,-221.32490182608223,-120.83793187581841
65,0.044791928783513624,-113.37473412074951,-217.04362899825273,-113.37473412074951
66,0.04506030987763435,-114.63292974352483,-223.5623746688772,-116.18758044257132
67,0.044758227196323726,-106.5128864910475,-199.86488911992444,-106.5128864910475
68,0.04447030184305208,-111.27487174323815,-261.0026429740258,-111.27487174323815
69,0.044545048283255916,-92.24230343058888,-205.10515231505616,-92.24230343058888
70,0.044371861261547685,-102.9115886325119,-174.84284549113246,-102.9115886325119
71,0.04395067009658056,-116.7322921451295,-193.26978990435342,-119.12328672693589
72,0.0471485971981828,-74.31129742849399,-177.27016882609811,-74.31129742849399
73,0.04579812969310548,-84.58142753937526,-203.59220198765195,-84.58142753937526
74,0.04467209707144928,-103.66546358849875,-207.08835704877293,-149.46220985355276
75,0.04462162866438978,-93.26769445241395,-192.15916735146828,-93.26769445241395
76,0.04594664480492176,-88.10967232464935,-176.57594569042072,-121.24555950602708
77,0.044764093303922406,-60.95538287021459,-184.69232482489556,-81.30614874635346
78,0.045356882691527003,-56.4969594703482,-180.71152415820964,-56.4969594703482
79,0.045779786685493394,-52.25540776945504,-176.14802725200917,-52.25540776945504
80,0.04612307114863558,-57.63264796889373,-187.05580053299164,-57.63264796889373
81,0.04608907662522017,-60.372404625223545,-172.2660717470022,-60.372404625223545
82,0.04659233123931112,-60.65817194071722,-187.9865322449054,-60.65817194071722
83,0.046493168274716376,-55.169741360171564,-172.3703086113749,-55.169741360171564
84,0.046319431910742885,-80.83836159561322,-229.51466743169996,-80.83836159561322
