Timestep,Reward
160,10.0
176,11.0
176,11.0
192,12.0
224,14.0
240,15.0
256,16.0
352,22.0
368,12.0
368,12.0
384,24.0
384,24.0
432,17.0
432,27.0
448,12.0
464,29.0
544,11.0
544,34.0
544,12.0
544,34.0
560,20.0
608,15.0
624,39.0
656,17.0
688,16.0
720,11.0
720,18.0
768,14.0
768,48.0
816,17.0
864,26.0
880,31.0
896,11.0
896,15.0
912,19.0
912,23.0
912,43.0
912,45.0
944,16.0
944,20.0
960,25.0
960,31.0
1104,18.0
1120,13.0
1136,12.0
1136,14.0
1152,17.0
1152,24.0
1168,16.0
1184,20.0
1184,18.0
1216,16.0
1248,21.0
1280,32.0
1296,25.0
1312,22.0
1328,24.0
1328,12.0
1328,12.0
1344,39.0
1424,16.0
1440,21.0
1440,16.0
1488,10.0
1488,12.0
1520,21.0
1536,24.0
1536,14.0
1552,13.0
1584,29.0
1616,18.0
1616,25.0
1632,12.0
1632,19.0
1648,25.0
1664,15.0
1728,28.0
1744,16.0
1744,13.0
1776,9.0
1824,17.0
1824,42.0
1856,12.0
1872,22.0
1888,19.0
1888,28.0
1904,18.0
1920,24.0
1936,18.0
1936,20.0
1984,15.0
2000,14.0
2032,25.0
2080,37.0
2096,23.0
2112,16.0
2160,21.0
2176,15.0
2192,18.0
2208,13.0
2240,9.0
2272,21.0
2288,23.0
2304,35.0
2320,28.0
2336,32.0
2384,19.0
2384,25.0
2384,13.0
2448,16.0
2480,20.0
2512,14.0
2528,26.0
2528,40.0
2576,19.0
2576,15.0
2608,14.0
2624,20.0
2640,47.0
2640,38.0
2640,25.0
2656,13.0
2672,10.0
2688,10.0
2704,11.0
2720,21.0
2752,11.0
2752,34.0
2752,11.0
2752,17.0
2784,10.0
2816,13.0
2816,11.0
2848,12.0
2880,12.0
2896,12.0
2912,10.0
2944,10.0
2944,39.0
2976,21.0
2992,11.0
3008,16.0
3040,23.0
3056,13.0
3088,28.0
3104,24.0
3120,11.0
3136,16.0
3152,25.0
3168,12.0
3184,18.0
3200,51.0
3216,19.0
3248,16.0
3280,29.0
3280,17.0
3280,15.0
3312,16.0
3312,13.0
3328,36.0
3360,17.0
3360,10.0
3408,18.0
3536,23.0
3552,38.0
3552,12.0
3568,16.0
3568,27.0
3600,22.0
3632,14.0
3648,29.0
3648,21.0
3696,34.0
3712,10.0
3728,28.0
3744,24.0
3792,32.0
3808,10.0
3808,11.0
3824,31.0
3840,15.0
3856,18.0
3856,18.0
3904,11.0
3920,13.0
3968,43.0
3968,26.0
3984,18.0
4016,14.0
4016,23.0
4016,17.0
4096,35.0
4112,9.0
4144,15.0
4144,21.0
4176,10.0
4208,24.0
4240,64.0
4240,25.0
4240,24.0
4272,10.0
4288,12.0
4304,31.0
4304,24.0
4304,28.0
4336,20.0
4400,14.0
4400,10.0
4448,13.0
4464,30.0
4464,20.0
4480,32.0
4480,11.0
4496,14.0
4496,13.0
4496,12.0
4512,17.0
4592,28.0
4624,26.0
4640,11.0
4640,9.0
4656,12.0
4688,13.0
4720,17.0
4736,15.0
4800,13.0
4800,31.0
4816,21.0
4848,13.0
4880,54.0
4896,31.0
4912,11.0
4928,27.0
4960,19.0
4976,29.0
4992,22.0
5024,14.0
5072,28.0
5120,15.0
5136,28.0
5152,12.0
5152,11.0
5168,23.0
5168,22.0
5200,18.0
5232,24.0
5248,22.0
5296,23.0
5312,18.0
5344,12.0
5344,11.0
5360,15.0
5360,13.0
5408,10.0
5440,15.0
5472,47.0
5504,69.0
5520,10.0
5552,16.0
5568,14.0
5584,28.0
5648,36.0
5648,19.0
5680,28.0
5680,84.0
5696,24.0
5728,11.0
5760,16.0
5760,12.0
5776,8.0
5792,24.0
5824,11.0
5824,52.0
5872,18.0
5872,32.0
5888,23.0
5904,13.0
5952,12.0
5968,50.0
5984,10.0
6032,37.0
6048,23.0
6096,26.0
6208,20.0
6224,16.0
6240,18.0
6240,13.0
6256,27.0
6272,11.0
6288,24.0
6304,52.0
6320,17.0
6336,22.0
6432,42.0
6432,12.0
6448,15.0
6464,37.0
6464,12.0
6496,48.0
6496,12.0
6544,14.0
6560,21.0
6608,51.0
6624,12.0
6640,12.0
6672,27.0
6688,27.0
6704,13.0
6784,14.0
6784,22.0
6800,12.0
6816,65.0
6816,33.0
6832,31.0
6848,19.0
6880,26.0
6944,30.0
6960,68.0
6960,16.0
6976,11.0
6992,23.0
6992,19.0
7008,23.0
7008,14.0
7072,16.0
7088,16.0
7120,17.0
7152,21.0
7152,12.0
7168,31.0
7184,12.0
7216,45.0
7248,15.0
7280,31.0
7296,14.0
7328,22.0
7344,24.0
7360,13.0
7424,21.0
7424,34.0
7440,12.0
7504,18.0
7520,22.0
7568,26.0
7568,14.0
7568,35.0
7584,37.0
7584,19.0
7600,15.0
7616,27.0
7632,21.0
7648,44.0
7680,16.0
7680,35.0
7680,11.0
7680,22.0
7712,18.0
7744,14.0
7792,12.0
7792,13.0
7808,15.0
7872,15.0
7904,12.0
7936,22.0
7952,17.0
7952,19.0
7984,19.0
8016,21.0
8032,29.0
8064,39.0
8112,20.0
8128,32.0
8128,16.0
8144,15.0
8192,15.0
8208,25.0
8208,16.0
8224,15.0
8224,34.0
8240,13.0
8272,44.0
8272,16.0
8304,23.0
8320,11.0
8336,13.0
8368,16.0
8432,14.0
8464,12.0
8464,25.0
8464,17.0
8464,15.0
8480,16.0
8496,16.0
8528,49.0
8528,14.0
8576,28.0
8592,24.0
8608,9.0
8608,17.0
8688,26.0
8688,56.0
8704,21.0
8704,11.0
8752,16.0
8752,14.0
8768,28.0
8768,19.0
8832,25.0
8864,11.0
8864,18.0
8864,17.0
8880,11.0
8896,9.0
8896,27.0
8912,14.0
8928,29.0
8976,23.0
8992,18.0
9024,16.0
9024,17.0
9056,11.0
9104,15.0
9120,40.0
9120,16.0
9136,15.0
9136,13.0
9200,23.0
9200,18.0
9248,17.0
9264,13.0
9264,10.0
9280,26.0
9296,25.0
9328,21.0
9344,46.0
9344,13.0
9360,10.0
9376,38.0
9408,24.0
9440,26.0
9456,11.0
9456,8.0
9488,14.0
9536,15.0
9536,21.0
9552,19.0
9552,27.0
9584,13.0
9584,29.0
9600,10.0
9600,16.0
9600,9.0
9616,22.0
9648,10.0
9712,23.0
9760,39.0
9776,15.0
9792,13.0
9808,28.0
9840,24.0
9856,16.0
9920,17.0
9920,21.0
9936,24.0
9952,11.0
9984,27.0
10000,37.0
10016,16.0
10032,12.0
10048,27.0
10064,16.0
10064,29.0
10112,16.0
10144,22.0
10192,30.0
10192,41.0
10192,16.0
10208,18.0
10208,18.0
10240,13.0
10272,42.0
10288,17.0
10304,20.0
10304,15.0
10304,22.0
10320,17.0
10336,17.0
10384,12.0
10400,25.0
10432,14.0
10432,15.0
10448,10.0
10464,10.0
10480,17.0
10496,19.0
10528,18.0
10544,15.0
10560,16.0
10592,13.0
10608,10.0
10640,13.0
10656,32.0
10672,35.0
10672,22.0
10688,14.0
10736,25.0
10736,15.0
10752,17.0
10784,14.0
10816,18.0
10880,13.0
10896,16.0
10912,30.0
10912,14.0
10912,11.0
10944,34.0
10944,13.0
10960,22.0
10976,20.0
11008,14.0
11008,12.0
11024,27.0
11088,51.0
11104,13.0
11104,27.0
11120,13.0
11136,24.0
11152,17.0
11168,10.0
11168,16.0
11232,20.0
11248,15.0
11248,14.0
11296,12.0
11328,11.0
11328,12.0
11392,28.0
11440,22.0
11456,13.0
11456,18.0
11504,34.0
11504,11.0
11520,14.0
11520,12.0
11536,19.0
11584,9.0
11648,12.0
11664,35.0
11664,43.0
11680,14.0
11680,18.0
11744,31.0
11760,11.0
11776,16.0
11808,10.0
11824,19.0
11824,20.0
11840,21.0
11856,20.0
11856,12.0
11872,44.0
11888,13.0
11904,10.0
11904,9.0
