Timestamp_sec,CPU_Usage_Percent,GPU_Power_Watts
134.50,21.9,53.73
135.01,19.8,53.17
135.51,19.6,51.49
136.03,24.8,52.06
136.54,28.7,53.36
137.05,27.6,53.50
137.57,26.7,52.93
138.08,25.9,52.52
138.60,24.4,53.94
139.11,28.3,52.98
139.63,25.3,52.90
140.14,26.7,54.36
140.66,22.7,53.90
141.16,22.8,53.73
141.67,19.6,53.63
142.18,21.9,53.61
142.70,27.0,53.70
143.21,25.7,53.55
143.73,21.7,53.55
144.24,19.5,54.24
144.76,23.4,54.58
145.26,20.3,53.75
145.78,22.3,53.70
146.29,20.0,53.92
146.80,21.1,54.10
147.31,22.2,54.20
147.83,22.3,54.40
148.34,21.1,53.38
148.85,21.3,53.80
149.35,20.5,54.24
149.86,20.1,53.50
150.38,24.2,53.74
150.88,20.9,54.14
151.40,19.7,53.46
151.90,21.3,54.07
152.41,20.8,53.41
152.91,23.6,54.13
153.42,20.6,54.10
153.94,21.3,53.69
154.45,20.5,54.10
154.95,21.8,54.12
155.47,21.5,53.71
155.97,21.2,53.75
156.48,20.9,53.98
157.00,20.7,53.91
157.51,17.0,51.76
158.01,21.9,53.32
158.53,21.0,53.01
159.05,22.5,52.25
159.56,22.5,53.42
160.07,23.6,53.40
160.58,21.0,53.67
161.08,22.5,53.69
161.58,22.4,51.86
162.08,22.5,53.99
162.60,21.9,53.68
163.11,21.6,53.95
163.61,20.0,53.30
164.11,23.9,53.52
164.61,22.6,54.00
165.12,22.8,53.58
165.62,21.1,53.83
166.14,20.5,52.89
166.64,22.1,52.34
167.14,22.0,51.48
167.66,15.7,51.44
168.17,19.9,53.73
168.67,21.1,53.92
169.18,21.3,53.31
169.70,19.8,53.05
170.20,21.3,53.37
170.71,22.2,52.87
171.21,20.3,53.97
171.71,20.2,53.48
172.22,21.6,53.90
172.73,20.9,53.95
173.24,19.1,53.66
173.75,20.9,53.40
174.25,22.3,53.16
174.76,22.7,53.33
175.26,22.2,53.82
175.76,20.8,53.37
176.27,22.8,53.19
176.77,20.7,53.89
177.27,21.2,53.98
177.78,21.6,53.70
178.28,22.4,53.55
178.80,20.2,53.73
179.30,22.8,53.51
179.80,23.9,53.92
180.32,20.7,53.75
180.83,19.7,52.45
