Timestamp_sec,CPU_Usage_Percent,GPU_Power_Watts
135.07,11.7,82.31
135.58,10.5,79.48
136.10,9.4,86.84
136.62,9.9,80.91
137.12,10.1,86.52
137.64,11.1,82.83
138.14,8.8,84.39
138.66,10.8,82.84
139.16,9.8,81.18
139.66,12.1,82.37
140.18,8.6,84.04
140.70,10.7,86.48
141.20,9.1,84.48
141.71,11.5,83.66
142.21,9.4,83.71
142.71,10.2,85.15
143.23,43.2,73.66
143.75,27.8,73.42
144.26,31.5,67.29
144.78,35.2,63.34
145.28,66.5,52.75
145.80,36.0,47.92
146.31,33.0,42.18
146.83,36.8,41.30
147.34,27.4,36.85
147.86,30.8,36.66
148.36,25.7,37.29
148.88,31.3,37.78
149.40,29.1,37.60
149.90,33.9,38.60
150.40,24.5,39.25
150.92,31.0,39.76
151.43,31.1,37.32
151.94,33.6,40.89
152.44,9.4,30.64
152.95,10.1,75.71
153.45,9.5,89.73
153.95,11.7,89.92
154.47,9.8,89.68
154.98,11.0,82.62
155.49,10.8,83.84
155.99,11.4,84.47
156.49,13.7,83.67
157.01,10.5,86.24
157.52,9.5,83.18
158.02,8.9,86.70
158.54,10.4,87.52
159.04,9.0,84.51
159.55,11.1,87.38
160.05,10.6,87.57
160.55,9.9,87.26
161.07,11.0,85.15
161.58,10.0,86.89
162.09,8.4,89.29
162.59,9.8,87.84
163.11,10.0,85.74
163.63,11.8,85.60
164.14,9.6,85.43
164.64,10.3,80.73
165.15,47.8,72.58
165.66,29.3,64.67
166.16,23.8,64.35
166.68,51.7,63.53
167.18,54.8,48.58
167.70,45.3,48.35
168.20,43.1,42.87
168.72,38.0,42.60
169.23,30.1,39.11
169.74,31.9,40.89
170.25,33.6,37.40
170.77,34.3,39.53
171.28,35.4,39.17
171.79,35.8,38.19
172.29,31.7,38.56
172.79,31.6,38.02
173.31,30.0,37.75
173.83,32.8,38.43
174.34,10.8,30.21
174.86,27.2,81.55
175.38,30.9,83.87
175.88,14.6,86.05
176.38,11.3,86.36
176.90,12.3,88.12
177.41,12.2,89.84
177.91,11.9,91.08
178.43,11.2,91.87
178.94,11.4,93.31
179.46,10.0,92.47
179.96,11.9,91.38
180.47,10.7,87.77
180.99,14.7,83.98
