generation,individual_id,seed_value,reward,shared_fitness
1,0,2099,-2000.0,0.04276542787771431
1,0,2049,-968.6889899440538,0.04276542787771431
1,0,2094,-2000.0,0.04276542787771431
1,0,2070,-1183.6266438240705,0.04276542787771431
1,0,2084,-2000.0,0.04276542787771431
1,1,2099,-886.9197548070422,0.087685990840142
1,1,2049,-946.8874519248261,0.087685990840142
1,1,2094,-1688.8936161861895,0.087685990840142
1,1,2070,-2000.0,0.087685990840142
1,1,2084,-1484.3545418896167,0.087685990840142
1,2,2099,-2000.0,0.06506600220233419
1,2,2049,-966.4598939564918,0.06506600220233419
1,2,2094,-1691.5676888883247,0.06506600220233419
1,2,2070,-1190.43901384105,0.06506600220233419
1,2,2084,-2000.0,0.06506600220233419
1,3,2099,-2000.0,0.07938275091111295
1,3,2049,-1068.7102611065757,0.07938275091111295
1,3,2094,-1736.5412574073723,0.07938275091111295
1,3,2070,-1239.3936027911448,0.07938275091111295
1,3,2084,-1456.8083640951006,0.07938275091111295
1,4,2099,-863.6444555864359,0.10351210379072327
1,4,2049,-1064.8482268338196,0.10351210379072327
1,4,2094,-1724.6976488407142,0.10351210379072327
1,4,2070,-1222.6622198508178,0.10351210379072327
1,4,2084,-1483.2955503264936,0.10351210379072327
1,5,2099,-904.2796189392031,0.10881973420850631
1,5,2049,-972.8636325988255,0.10881973420850631
1,5,2094,-1699.0273324710108,0.10881973420850631
1,5,2070,-1181.5213577912202,0.10881973420850631
1,5,2084,-1449.510980511731,0.10881973420850631
1,6,2099,-1099.6519567026933,0.09900987697434474
1,6,2049,-1067.1617816496766,0.09900987697434474
1,6,2094,-1738.6132071460065,0.09900987697434474
1,6,2070,-1230.9144747817163,0.09900987697434474
1,6,2084,-1439.0093915122693,0.09900987697434474
1,7,2099,-861.039326609985,0.10413941637855023
1,7,2049,-1066.1870147199,0.10413941637855023
1,7,2094,-1715.897713099491,0.10413941637855023
1,7,2070,-1231.1480239455739,0.10413941637855023
1,7,2084,-1478.5676895937397,0.10413941637855023
1,8,2099,-886.7284626664285,0.11166149991951234
1,8,2049,-868.4765644076577,0.11166149991951234
1,8,2094,-1675.8028900062595,0.11166149991951234
1,8,2070,-1173.932723163241,0.11166149991951234
1,8,2084,-1490.3643789168955,0.11166149991951234
1,9,2099,-1020.0300198937939,0.09965452987820272
1,9,2049,-1070.2956853698195,0.09965452987820272
1,9,2094,-1726.3076897812814,0.09965452987820272
1,9,2070,-1243.5720968888136,0.09965452987820272
1,9,2084,-1478.3369176391827,0.09965452987820272
1,10,2099,-842.4435796616132,0.10309107814304408
1,10,2049,-1069.649517616666,0.10309107814304408
1,10,2094,-1729.2768469721123,0.10309107814304408
1,10,2070,-1251.949680104386,0.10309107814304408
1,10,2084,-1474.6319769785266,0.10309107814304408
1,11,2099,-863.1120916493763,0.10531767972660422
1,11,2049,-1054.796607783361,0.10531767972660422
1,11,2094,-1706.5965777414694,0.10531767972660422
1,11,2070,-1207.2841019786015,0.10531767972660422
1,11,2084,-1486.7416061571885,0.10531767972660422
1,12,2099,-1051.3066138344852,0.09726292431637583
1,12,2049,-1078.542886094925,0.09726292431637583
1,12,2094,-1746.8268203835464,0.09726292431637583
1,12,2070,-1264.5899248386381,0.09726292431637583
1,12,2084,-1466.0085705248869,0.09726292431637583
1,13,2099,-905.2467660260763,0.10424312031203238
1,13,2049,-1055.434835739761,0.10424312031203238
1,13,2094,-1724.1005176800059,0.10424312031203238
1,13,2070,-1219.8975778222482,0.10424312031203238
1,13,2084,-1449.905450248286,0.10424312031203238
1,14,2099,-1033.0499029327486,0.10060291963078018
1,14,2049,-1065.79272973139,0.10060291963078018
1,14,2094,-1731.328547574721,0.10060291963078018
1,14,2070,-1225.4681162011518,0.10060291963078018
1,14,2084,-1451.9773944120989,0.10060291963078018
1,15,2099,-966.0175622178268,0.10594615925832838
1,15,2049,-965.5280152449855,0.10594615925832838
1,15,2094,-1694.5623190288545,0.10594615925832838
1,15,2070,-1194.20961452328,0.10594615925832838
1,15,2084,-1494.1955821324832,0.10594615925832838
1,16,2099,-864.266118632824,0.10569720765864668
1,16,2049,-1039.370009614784,0.10569720765864668
1,16,2094,-1711.3072397416795,0.10569720765864668
1,16,2070,-1207.7278156970208,0.10569720765864668
1,16,2084,-1475.4101184179503,0.10569720765864668
1,17,2099,-1209.8728172348158,0.09798851859372197
1,17,2049,-1065.6261953237304,0.09798851859372197
1,17,2094,-1746.1444713218298,0.09798851859372197
1,17,2070,-1233.214223149364,0.09798851859372197
1,17,2084,-1390.8594229079263,0.09798851859372197
1,18,2099,-1099.2739404638698,0.09696503988130703
1,18,2049,-1073.7287498660696,0.09696503988130703
1,18,2094,-1746.4854862905604,0.09696503988130703
1,18,2070,-1259.6280095159198,0.09696503988130703
1,18,2084,-1454.3365557588759,0.09696503988130703
1,19,2099,-862.5219878195492,0.10530427146270016
1,19,2049,-1051.3502166581902,0.10530427146270016
1,19,2094,-1711.984842536456,0.10530427146270016
