gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.11249132270400754,-1214.4584873621097,-1304.6733945646029
2,0.12913108606973814,-1025.498294424036,-1097.7600494249682
3,0.15061109550769586,-1057.0571121463,-1170.6585180676539
4,0.16148127521036787,-829.3477749505771,-1089.097887220193
5,0.1342390193622865,-905.4261584611875,-1036.4861112512224
6,0.12757136764698643,-954.1322593337591,-1087.81887133972
7,0.12739051756014846,-913.574645845202,-1066.4773202270294
8,0.1442094560788011,-795.7039253401979,-1024.9810082752654
9,0.1256103164926715,-865.745196584804,-1003.6157185986236
10,0.14442397379403188,-809.9420526117113,-972.2062085709929
11,0.1407722134230919,-814.6132508634867,-980.1124322924684
12,0.13725797800937375,-1031.615679706789,-1172.7343664776313
13,0.1643348026600386,-783.4970059068255,-1052.1865805292048
14,0.12668528173807228,-928.0633433467605,-1070.2666375758515
15,0.12287075230034365,-1071.9039089748546,-1223.271413666684
16,0.14754955385262822,-961.5127510113571,-1168.657838400289
17,0.1384566045344989,-871.876332387036,-1059.704781776503
18,0.11704016585529971,-1092.1868959655853,-1230.2667246192632
19,0.18690151415717396,-942.6066877565099,-1249.1855197488492
20,0.13241338898710744,-1022.0178147624716,-1155.823520565667
21,0.15721676616441785,-1226.7166518182312,-1331.257353498117
22,0.11871622633245899,-1146.420628675918,-1277.1631118426228
23,0.12406902247658017,-1267.8951772466683,-1356.866136857057
24,0.13154992091672738,-1168.32405659436,-1309.9028331165623
25,0.12876912960143388,-1052.112920424788,-1168.6698713356293
26,0.14087840164390908,-1028.8086860759645,-1149.015785335392
27,0.12419268462292463,-1026.56770685745,-1131.536216393023
28,0.13512466164739143,-1132.7624114723785,-1251.0496346182738
29,0.16046541176211537,-898.028929485683,-1148.585372244878
30,0.14149840716521894,-957.9147405314518,-1148.8597507360848
31,0.12598845993294192,-1101.1278812539708,-1245.1872057981805
32,0.20007135879118676,-738.2332967163215,-1150.1874359249714
33,0.13342343265095705,-940.1256425252644,-1183.4521605344419
34,0.14626139166324215,-923.7522098193391,-1145.5866482472745
35,0.164666062865774,-711.952146519998,-1028.5959213967374
36,0.1478648768696173,-857.9670975708534,-1133.7942324588003
37,0.16083093430431883,-815.9341052082966,-1095.3398648733219
38,0.17155838193679812,-694.5162705742772,-1007.6013455652824
39,0.1409444958151888,-937.0829210968141,-1145.9910557555067
40,0.16396428881963698,-710.7350415303135,-1043.5620387022004
41,0.15231560115353637,-747.8958613154616,-1028.36659337532
42,0.17416837743582586,-759.9708400560743,-1101.3943807144176
43,0.16777430380829117,-730.7353103137237,-1080.0030646744747
44,0.166031416443807,-804.3309284110571,-1148.2196539490835
45,0.1545506924733582,-851.7438136813641,-1110.5434817222226
46,0.16009553447193392,-747.6408583340968,-1031.938835769109
47,0.15399796398562077,-830.2834681063574,-1128.0678079060197
48,0.1827032955980946,-652.5563831055607,-1037.2672490014456
49,0.17095861939486828,-656.6478896867909,-1019.5391046676054
50,0.13777100836355438,-795.7969861076803,-1085.307975912995
51,0.17236450598471945,-734.5328169503757,-1080.6957309015947
52,0.1762641341354113,-612.1015271565342,-997.9394005164754
53,0.15289704043723026,-764.76419917498,-1110.6313999900503
54,0.16343401413635517,-759.7915552351269,-1096.1444946491872
55,0.16749465242054654,-619.0746642414108,-943.945015444344
56,0.1439367537240775,-845.8256706802698,-1088.717970461587
57,0.15488396602708632,-642.1944941220444,-968.3688136678505
58,0.16799139770642724,-720.2505962080447,-1059.0744852255784
59,0.16662069290163425,-756.2191660674491,-1075.2806086365692
60,0.1696337231349906,-627.9189509620372,-1007.0518994624128
61,0.16957369986693566,-655.5333605321873,-1028.2341033304576
62,0.15472515604997483,-723.2469108380631,-1050.2752858549695
63,0.15011767420635724,-788.1006965355767,-1097.6760336420944
64,0.16299538192305482,-738.2404216948676,-1064.056269551795
65,0.1499964146683927,-770.0635836039872,-1070.1597105718758
66,0.15374490185057638,-786.8213305495455,-1089.058247585313
67,0.181223474868763,-739.3101546684808,-1100.962574656047
68,0.1635779733322762,-632.4471564042926,-989.9278837057283
69,0.15641994296134584,-807.545040173722,-1109.1596333057273
70,0.16665986419295134,-736.6826924356037,-1058.1255458789308
71,0.1627494456487104,-779.1172384715139,-1079.3698761328808
72,0.1818262333939634,-621.2702531495102,-1033.7589609449967
73,0.13794826451787767,-851.332677970554,-1149.2173580591143
74,0.16377045574994803,-664.3576393402298,-1017.4946966967188
75,0.16426224647808527,-719.0609042205145,-1039.3757904265494
76,0.15995186050790308,-641.1929614246386,-991.4554634804219
77,0.14738536768910832,-789.7697400674838,-1085.4946870389424
78,0.15900147270493795,-634.5932048413637,-969.3714444031223
79,0.16133102412381267,-640.966166239011,-1006.1819118871977
80,0.14566409324907767,-956.8383482521771,-1215.0806466542124
81,0.1640451433996474,-741.9557385922311,-1046.6429881469667
82,0.15557103144306966,-786.6629010483416,-1052.4070014012202
83,0.15009745459823892,-767.9599785798451,-1040.2551145462946
84,0.17554934958984153,-637.4271428022657,-983.5803584605881
85,0.17869702564098108,-555.0738604025247,-942.4137516468148
86,0.17808629107584137,-556.2960116214397,-984.2941074501443
87,0.15617546168187202,-691.0073728619669,-1061.7577863431977
88,0.16986144358678715,-575.9397622325544,-974.1052701905494
89,0.15484043267745481,-681.1838734193648,-1029.8315719986276
90,0.17825087068195422,-569.8152638471447,-991.4326716978317
91,0.1543067860289369,-702.0034444307463,-1037.6442378353981
92,0.15906175071882447,-677.2565601096338,-991.8014791447084
93,0.16815746252732683,-564.5246479286859,-972.1138625271772
94,0.176912675102153,-568.9431508673683,-991.8296110031577
95,0.15389268756413635,-760.9007644011457,-1077.9899724641932
96,0.17884894367895043,-656.4154164183859,-1057.0202281231045
97,0.1673603409481262,-657.0593755698851,-1013.3098356884215
98,0.18042200821331317,-547.60008913942,-994.5326382621784
99,0.1542958505689378,-703.9555841951654,-1066.868503617862
100,0.15357777928656988,-692.3292165620287,-996.7496387965807
