Timestep,Reward
10000,-200.0
20000,-200.0
30000,-200.0
40000,-200.0
50000,-200.0
60000,-200.0
70000,-200.0
80000,-200.0
90000,-200.0
100000,-200.0
110000,-200.0
120000,-200.0
130000,-200.0
140000,-200.0
150000,-200.0
160000,-200.0
170000,-200.0
180000,-200.0
190000,-200.0
200000,-200.0
210000,-200.0
220000,-200.0
230000,-200.0
240000,-200.0
250000,-200.0
260000,-200.0
270000,-200.0
280000,-200.0
290000,-200.0
300000,-200.0
310000,-200.0
320000,-200.0
330000,-200.0
340000,-200.0
350000,-200.0
360000,-200.0
370000,-200.0
380000,-200.0
390000,-200.0
400000,-200.0
410000,-200.0
420000,-200.0
430000,-200.0
440000,-200.0
450000,-200.0
460000,-200.0
470000,-200.0
480000,-200.0
490000,-200.0
500000,-200.0
510000,-200.0
520000,-200.0
530000,-200.0
540000,-200.0
550000,-200.0
560000,-200.0
570000,-200.0
580000,-200.0
590000,-200.0
600000,-200.0
610000,-200.0
620000,-200.0
630000,-200.0
640000,-200.0
650000,-200.0
660000,-200.0
670000,-200.0
680000,-200.0
690000,-200.0
700000,-200.0
710000,-200.0
720000,-200.0
730000,-200.0
740000,-200.0
750000,-200.0
760000,-200.0
770000,-200.0
780000,-200.0
790000,-200.0
800000,-200.0
810000,-200.0
820000,-200.0
830000,-200.0
840000,-200.0
850000,-200.0
860000,-200.0
870000,-200.0
880000,-200.0
890000,-200.0
