generation,individual_id,seed_value,reward,shared_fitness
1,0,2043,-1415.9356665019882,0.09716397952700839
1,0,2111,-1084.0014221004162,0.09716397952700839
1,0,2103,-1753.3909099244659,0.09716397952700839
1,0,2070,-1204.7347081622615,0.09716397952700839
1,0,2046,-912.8112188672387,0.09716397952700839
1,1,2043,-1364.453882161796,0.12365670865090661
1,1,2111,-1044.206369680498,0.12365670865090661
1,1,2103,-1701.3439882336336,0.12365670865090661
1,1,2070,-1239.8707420269104,0.12365670865090661
1,1,2046,-889.2674191044593,0.12365670865090661
1,2,2043,-1383.7048259975738,0.11333520059646202
1,2,2111,-1068.2653244382223,0.11333520059646202
1,2,2103,-1714.580821302122,0.11333520059646202
1,2,2070,-1260.6349809600474,0.11333520059646202
1,2,2046,-969.3824294347008,0.11333520059646202
1,3,2043,-1412.398657928406,0.10112237585096637
1,3,2111,-1076.5937566189182,0.10112237585096637
1,3,2103,-1737.988786300756,0.10112237585096637
1,3,2070,-1261.4246809503097,0.10112237585096637
1,3,2046,-968.1304039445284,0.10112237585096637
1,4,2043,-1393.9568591841862,0.10722611761664125
1,4,2111,-1070.5588386485597,0.10722611761664125
1,4,2103,-1729.4397824163514,0.10722611761664125
1,4,2070,-1246.587421895831,0.10722611761664125
1,4,2046,-942.9194311818648,0.10722611761664125
1,5,2043,-1417.1613921616756,0.09928820467190891
1,5,2111,-1090.3644587035028,0.09928820467190891
1,5,2103,-1752.3873501058708,0.09928820467190891
1,5,2070,-1206.8989525176596,0.09928820467190891
1,5,2046,-832.0840190912995,0.09928820467190891
1,6,2043,-1428.8657529326656,0.08795152400039594
1,6,2111,-1098.5825406749614,0.08795152400039594
1,6,2103,-1765.1445723606548,0.08795152400039594
1,6,2070,-1204.9038407281557,0.08795152400039594
1,6,2046,-1028.0879217700053,0.08795152400039594
1,7,2043,-1391.9164856454204,0.1125850364917123
1,7,2111,-1070.6909807571706,0.1125850364917123
1,7,2103,-1725.254320444656,0.1125850364917123
1,7,2070,-1210.1931583595808,0.1125850364917123
1,7,2046,-856.9046297060494,0.1125850364917123
