generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_reward
1,0.04532868649286988,-117.32222884481857,-544.52742745413,-117.32222884481857
2,0.04499046498452609,-129.21277953129908,-456.29929708573707,-129.21277953129908
3,0.04848351869046111,-129.23140577642948,-332.4338415291825,-132.16326991009737
4,0.04712731147106584,-118.28289613652078,-212.51706361993007,-118.28289613652078
5,0.04693526535969152,-100.74809974729399,-238.20323009822505,-129.69211466414498
6,0.046220682873264925,-123.46190054984956,-286.6471626748341,-167.4249382138384
7,0.04549584314994429,-136.88655909949537,-303.1429101915609,-213.34959077591984
8,0.04442646760486813,-130.40174391186042,-278.0015845128435,-130.40174391186042
9,0.04599365462865093,-122.82499021165138,-282.0828426297092,-126.0651356165856
10,0.044293815561618925,-112.22750467834878,-259.54340515501724,-151.17475886202064
11,0.04406039294234217,-119.67770775502663,-236.62643882879473,-125.34967309741185
12,0.04387582521653044,-122.41769680583377,-218.7289554987286,-129.04812311161544
13,0.04359167765639938,-110.36620930822524,-196.470645666847,-123.87008222000763
14,0.04416667567908226,-127.48428779614486,-267.18901635808163,-130.18681083110545
15,0.04324345692691223,-123.87230402488709,-211.15340090599196,-133.8137515336279
16,0.04492818032725947,-138.5042544103863,-222.34793291593098,-143.296440674403
17,0.04548634072513655,-107.16660680108032,-191.984966632646,-107.16660680108032
18,0.04480760269188262,-127.6956992575687,-223.2424466864135,-127.6956992575687
19,0.04662632952916513,-113.65369028486543,-215.00445210400534,-113.65369028486543
20,0.04515374562847814,-104.93319653261986,-218.93044381651185,-109.1227462700866
21,0.04480662756562903,-125.42195005304072,-239.8770962477179,-125.42195005304072
22,0.04558695250283553,-121.67764074241033,-218.4103826430054,-127.00480123720858
23,0.04554451039067037,-94.45504849317608,-171.42846387886436,-101.67577012074995
24,0.04708884541898159,-118.4424002108452,-224.817927090169,-125.77331610241208
25,0.046483897689117856,-118.13467337529264,-208.74419319462905,-124.31640776501499
26,0.04562294650220511,-101.87203322542368,-204.2955978879659,-120.52703540368881
27,0.04520866613219501,-79.73369607359282,-219.2559121310107,-105.14710895466587
28,0.04513426440554208,-102.51885919983484,-218.33051436277228,-102.51885919983484
29,0.04422014446460533,-100.17249741561761,-213.89416075089952,-109.12176838528099
30,0.04494370070916699,-67.83160708226903,-190.9062812523926,-128.85536408073557
31,0.0482913888364465,-67.24896779271255,-189.51442404956407,-95.98414498587627
32,0.047240435899617475,-49.3652318028734,-169.97574557307064,-78.30681119639556
