Generation,Best_Reward,Avg_Reward,Std_Reward,Worst_Reward
1,-500.0,-500.0,0.0,-500.0
2,-432.8,-498.656,9.407999999999998,-500.0
3,-413.8,-498.276,12.068,-500.0
4,-413.8,-497.72,12.604253250391315,-500.0
5,-367.8,-494.67199999999997,22.583914983899493,-500.0
6,-366.2,-492.12,24.963397204707537,-500.0
7,-347.2,-485.85600000000005,33.626680835312904,-500.0
8,-332.2,-472.1039999999999,50.79194014801955,-500.0
9,-313.6,-470.348,55.256866505439845,-500.0
10,-309.4,-471.204,54.51556093447082,-500.0
11,-280.6,-450.56800000000004,70.2383184308964,-500.0
12,-211.8,-457.53600000000006,71.68767191086623,-500.0
13,-216.6,-446.63599999999997,82.09120479076915,-500.0
14,-227.8,-443.2560000000001,89.29541121468674,-500.0
15,-210.2,-427.82800000000003,99.57534642671347,-500.0
16,-212.0,-424.296,103.89882186050042,-500.0
17,-201.6,-411.81199999999995,107.90938724689339,-500.0
18,-199.6,-411.38,110.46366461420698,-500.0
19,-174.6,-392.108,122.8398255290197,-500.0
20,-177.2,-426.0160000000001,109.1143241925642,-500.0
21,-167.8,-399.31199999999995,117.58673503418657,-500.0
22,-177.2,-421.21600000000007,115.84727076629815,-500.0
23,-167.2,-418.92400000000004,121.63628333683992,-500.0
24,-176.4,-401.19199999999995,123.52455276583679,-500.0
25,-167.4,-412.676,119.97220271379533,-500.0
26,-154.0,-404.056,124.58209848930946,-500.0
27,-174.4,-415.74799999999993,116.58302318948502,-500.0
28,-153.6,-420.332,124.34668059904132,-500.0
29,-152.2,-416.69599999999997,128.93547682465055,-500.0
30,-150.2,-411.404,140.2635147998224,-500.0
31,-132.0,-384.82800000000003,151.4501370616745,-500.0
32,-138.6,-386.82399999999996,153.06275648896437,-500.0
33,-106.4,-397.42400000000004,146.0962786110584,-500.0
34,-94.6,-395.30800000000005,160.36590266013533,-500.0
35,-93.2,-367.38800000000003,156.92176603645524,-500.0
36,-86.2,-361.24,161.60007425740866,-500.0
37,-88.2,-396.61600000000004,155.69884181971298,-500.0
38,-81.0,-372.156,159.450553037611,-500.0
39,-81.4,-382.664,164.22639709863944,-500.0
40,-98.0,-374.38,157.6573360170722,-500.0
41,-86.2,-377.008,169.47153606431965,-500.0
42,-97.2,-342.56399999999996,185.1994284656408,-500.0
43,-87.8,-386.31200000000007,170.16354091285243,-500.0
44,-91.4,-393.50800000000004,171.61431273643814,-500.0
45,-90.2,-370.9200000000001,172.98592312670993,-500.0
46,-79.8,-369.66399999999993,175.0845575829005,-500.0
47,-83.8,-342.38800000000003,182.4603383094529,-500.0
48,-84.2,-366.49199999999996,175.14550389890115,-500.0
49,-87.6,-317.776,187.72600305764783,-500.0
50,-86.2,-377.728,170.49381811666956,-500.0
51,-76.8,-352.63599999999997,181.9316033678591,-500.0
52,-77.4,-336.56399999999996,178.03703745007664,-500.0
53,-86.2,-388.876,167.09719753484796,-500.0
54,-79.4,-330.908,179.6689008593307,-500.0
55,-77.2,-394.75199999999995,164.1591742669291,-500.0
56,-76.6,-341.244,179.52316525730043,-500.0
57,-88.8,-375.412,176.6306039620541,-500.0
58,-83.2,-326.216,189.25376335491984,-500.0
59,-71.2,-359.14,181.95500652633882,-500.0
60,-83.4,-376.412,178.54759997266837,-500.0
61,-76.8,-346.23199999999997,185.4055764425655,-500.0
62,-75.6,-348.67199999999997,186.3710997338375,-500.0
63,-80.6,-348.24799999999993,185.46172676862471,-500.0
64,-89.2,-338.472,186.2368202477695,-500.0
65,-84.4,-333.836,190.79182242433765,-500.0
66,-81.6,-361.832,185.1854826275537,-500.0
67,-86.2,-331.548,190.72577092779045,-500.0
68,-83.4,-363.30400000000003,174.19261633031408,-500.0
69,-85.4,-348.44800000000004,184.49765552981967,-500.0
70,-87.4,-343.292,188.24380450893995,-500.0
71,-88.6,-296.348,182.78559597517523,-500.0
72,-76.6,-333.33600000000007,188.8790065200471,-500.0
73,-83.0,-320.504,182.91113575723045,-500.0
74,-93.4,-331.588,176.86523416432073,-500.0
75,-93.4,-333.276,188.8435072328408,-500.0
76,-89.8,-307.94800000000004,189.25145520180286,-500.0
77,-89.6,-338.68799999999993,186.7246321619084,-500.0
78,-91.4,-368.6360000000001,176.9779723694449,-500.0
79,-84.0,-299.65200000000004,180.94594910082955,-500.0
80,-91.8,-308.772,185.0287978018557,-500.0
81,-97.8,-348.69199999999995,180.76387342608035,-500.0
82,-93.4,-278.384,179.19476706645202,-500.0
83,-94.0,-273.288,165.2303224471828,-500.0
84,-91.2,-296.368,181.41077524777847,-500.0
85,-93.6,-309.248,180.51375375854326,-500.0
86,-93.2,-257.216,176.7967865771321,-500.0
87,-95.4,-294.784,183.46735879714407,-500.0
88,-87.6,-298.908,185.03380106348138,-500.0
89,-90.8,-231.79199999999997,169.0639924289025,-500.0
90,-87.8,-280.82399999999996,179.90150923213514,-500.0
91,-88.6,-259.61600000000004,182.61541157306522,-500.0
92,-88.2,-287.052,185.6631694655674,-500.0
93,-88.6,-298.26800000000003,192.75221237640827,-500.0
94,-80.2,-290.772,187.65334000757886,-500.0
95,-80.4,-302.68799999999993,191.02109688722865,-500.0
96,-87.6,-296.752,177.72527365571844,-500.0
97,-80.4,-320.56800000000004,187.62248632826504,-500.0
98,-80.2,-236.088,173.00008860113343,-500.0
99,-92.8,-248.12400000000002,168.37086631599897,-500.0
100,-80.2,-272.76,193.7429307097423,-500.0
