Timestamp_sec,CPU_Usage_Percent,GPU_Power_Watts
132.13,69.5,11.12
132.63,60.6,10.27
133.13,62.6,9.05
133.63,74.4,6.81
134.13,73.7,5.96
134.64,70.6,6.05
135.14,61.5,6.39
135.64,9.7,8.00
136.14,18.2,13.13
136.64,19.3,29.36
137.14,19.4,44.86
137.64,19.5,45.32
138.14,17.9,40.65
138.64,19.0,32.18
139.14,19.2,26.78
139.64,16.6,26.21
140.14,17.5,24.13
140.65,15.8,21.99
141.15,17.5,21.74
141.65,18.7,22.09
142.15,19.4,22.40
142.65,17.5,22.80
143.15,18.3,22.98
143.65,17.5,22.83
144.15,19.3,22.98
144.65,17.6,23.61
145.15,15.4,23.54
145.65,18.1,23.41
146.15,16.1,22.88
146.65,17.7,22.86
147.15,18.1,23.41
147.65,16.6,23.36
148.15,16.9,22.83
148.65,18.9,22.49
149.15,18.6,22.50
149.65,18.2,23.36
150.15,19.0,23.80
150.65,20.0,26.53
151.16,17.7,30.86
151.66,17.7,33.72
152.16,18.7,34.10
152.66,18.6,31.05
153.16,17.1,27.47
153.66,18.1,25.67
154.16,18.9,23.47
154.66,16.5,22.05
155.16,19.0,22.92
155.66,17.3,23.31
156.16,17.9,25.03
156.66,17.4,29.78
157.16,17.3,33.91
157.66,17.4,33.93
158.16,16.8,31.17
158.66,18.7,27.94
159.16,18.4,26.54
159.66,19.1,26.76
160.16,19.8,26.62
160.66,19.7,26.83
161.17,18.3,25.10
161.67,17.4,22.74
162.17,16.7,22.85
162.67,17.8,23.29
163.17,19.0,23.63
163.67,17.8,24.20
164.17,17.4,24.47
164.67,19.2,24.42
165.17,14.0,23.37
165.67,18.5,24.20
166.17,18.7,31.43
166.67,16.8,37.97
167.17,17.5,38.49
167.67,17.8,36.13
168.17,18.0,29.83
168.67,17.5,26.19
169.17,17.0,25.68
169.67,19.3,25.77
170.17,18.1,25.88
170.68,22.8,24.53
171.18,18.2,23.07
171.68,14.5,23.39
172.18,18.1,23.36
172.68,16.4,23.28
173.18,20.2,23.84
173.68,16.9,28.25
174.18,16.0,33.68
174.68,16.8,34.78
175.18,20.2,33.34
175.68,16.5,30.76
176.18,18.8,27.00
176.68,20.1,25.21
177.18,15.9,23.79
177.68,19.6,23.67
178.18,18.5,23.92
178.68,14.6,28.96
179.18,18.3,34.78
179.68,17.9,36.18
