Timestep,Reward
10000,21.05
20000,19.35
30000,19.9
40000,28.85
50000,41.3
60000,57.8
70000,77.4
80000,62.0
90000,88.15
100000,101.15
110000,88.45
120000,98.5
130000,120.25
140000,106.25
150000,93.9
160000,95.7
170000,81.95
180000,95.65
190000,96.25
200000,122.5
210000,111.1
220000,104.05
230000,107.95
240000,83.75
250000,45.8
260000,76.35
270000,83.7
280000,79.15
290000,54.9
300000,83.55
310000,88.4
320000,68.8
330000,82.9
340000,49.0
350000,86.65
360000,75.4
370000,77.85
380000,95.95
390000,105.5
400000,87.2
410000,50.05
420000,76.65
430000,89.75
440000,90.9
450000,93.75
460000,77.6
470000,77.05
480000,65.6
490000,65.65
500000,98.25
510000,90.95
520000,88.4
530000,88.6
540000,83.65
550000,102.75
560000,68.3
570000,111.55
580000,115.0
590000,102.15
600000,95.35
610000,79.65
620000,86.1
630000,79.25
640000,82.35
650000,106.4
660000,101.05
670000,92.6
680000,74.45
690000,103.75
700000,97.15
710000,90.95
720000,89.9
730000,92.05
740000,74.45
750000,97.8
760000,67.5
770000,83.4
780000,99.1
790000,97.75
800000,95.5
810000,106.75
820000,88.0
830000,93.45
840000,95.0
850000,113.9
860000,100.45
870000,112.1
880000,83.35
890000,93.1
900000,84.4
910000,91.4
920000,117.6
930000,83.4
940000,90.95
950000,99.35
960000,113.85
970000,106.1
980000,106.6
990000,118.9
1000000,81.6
