Timestep,Reward
10000,-499.6875
20000,-497.1
30000,-495.25
40000,-495.45
50000,-500.0
60000,-491.5
70000,-479.55
80000,-500.0
90000,-495.05
100000,-500.0
110000,-495.45
120000,-493.75
130000,-500.0
140000,-492.95
150000,-500.0
160000,-495.3
170000,-495.1
180000,-500.0
190000,-500.0
200000,-500.0
210000,-500.0
220000,-500.0
230000,-499.3
240000,-498.65
250000,-500.0
260000,-500.0
270000,-500.0
280000,-500.0
290000,-500.0
300000,-500.0
310000,-500.0
320000,-500.0
330000,-500.0
340000,-500.0
350000,-500.0
360000,-500.0
370000,-500.0
380000,-500.0
390000,-500.0
400000,-500.0
410000,-500.0
420000,-500.0
430000,-500.0
440000,-500.0
450000,-500.0
460000,-500.0
470000,-500.0
480000,-500.0
490000,-500.0
500000,-500.0
510000,-500.0
520000,-500.0
530000,-500.0
540000,-500.0
550000,-500.0
560000,-500.0
570000,-500.0
580000,-500.0
590000,-500.0
600000,-500.0
610000,-500.0
620000,-500.0
630000,-500.0
640000,-500.0
650000,-500.0
660000,-500.0
670000,-500.0
680000,-500.0
690000,-500.0
700000,-500.0
710000,-500.0
720000,-500.0
730000,-500.0
740000,-500.0
750000,-500.0
760000,-500.0
770000,-500.0
780000,-500.0
790000,-500.0
800000,-500.0
810000,-500.0
820000,-500.0
830000,-500.0
840000,-500.0
850000,-500.0
860000,-500.0
870000,-500.0
880000,-500.0
890000,-500.0
900000,-500.0
910000,-500.0
920000,-500.0
930000,-500.0
940000,-500.0
950000,-500.0
960000,-500.0
970000,-500.0
980000,-500.0
990000,-500.0
1000000,-500.0
1010000,-500.0
1020000,-500.0
1030000,-500.0
1040000,-500.0
1050000,-500.0
1060000,-500.0
1070000,-500.0
1080000,-500.0
1090000,-500.0
1100000,-500.0
1110000,-500.0
1120000,-500.0
1130000,-500.0
1140000,-500.0
1150000,-500.0
1160000,-500.0
1170000,-500.0
1180000,-500.0
1190000,-500.0
1200000,-500.0
1210000,-500.0
1220000,-500.0
1230000,-500.0
1240000,-500.0
1250000,-500.0
1260000,-500.0
1270000,-500.0
1280000,-500.0
1290000,-500.0
1300000,-500.0
1310000,-500.0
1320000,-500.0
1330000,-500.0
1340000,-500.0
1350000,-500.0
1360000,-500.0
1370000,-500.0
1380000,-500.0
1390000,-500.0
1400000,-500.0
1410000,-500.0
1420000,-500.0
1430000,-500.0
1440000,-500.0
1450000,-500.0
1460000,-500.0
1470000,-500.0
1480000,-500.0
1490000,-500.0
1500000,-500.0
1510000,-500.0
1520000,-500.0
1530000,-500.0
1540000,-500.0
1550000,-500.0
1560000,-500.0
1570000,-500.0
1580000,-500.0
1590000,-500.0
1600000,-500.0
1610000,-500.0
1620000,-500.0
1630000,-500.0
1640000,-500.0
1650000,-500.0
1660000,-500.0
1670000,-500.0
1680000,-500.0
1690000,-500.0
1700000,-500.0
1710000,-500.0
1720000,-500.0
1730000,-500.0
1740000,-500.0
1750000,-500.0
1760000,-500.0
1770000,-500.0
1780000,-500.0
1790000,-500.0
1800000,-500.0
1810000,-500.0
1820000,-500.0
1830000,-500.0
1840000,-500.0
1850000,-500.0
1860000,-500.0
1870000,-500.0
1880000,-500.0
1890000,-500.0
1900000,-500.0
1910000,-500.0
1920000,-500.0
1930000,-500.0
1940000,-500.0
1950000,-500.0
1960000,-500.0
1970000,-500.0
1980000,-500.0
1990000,-500.0
2000000,-500.0
2010000,-500.0
2020000,-500.0
2030000,-500.0
2040000,-500.0
2050000,-500.0
2060000,-500.0
2070000,-500.0
2080000,-500.0
2090000,-500.0
2100000,-500.0
2110000,-500.0
2120000,-500.0
2130000,-500.0
2140000,-500.0
2150000,-500.0
2160000,-500.0
2170000,-500.0
2180000,-500.0
2190000,-500.0
2200000,-500.0
2210000,-500.0
2220000,-500.0
2230000,-500.0
2240000,-500.0
2250000,-500.0
2260000,-500.0
2270000,-500.0
2280000,-500.0
2290000,-500.0
2300000,-500.0
2310000,-500.0
2320000,-500.0
2330000,-500.0
2340000,-500.0
2350000,-500.0
2360000,-500.0
2370000,-500.0
2380000,-500.0
2390000,-500.0
2400000,-500.0
2410000,-500.0
2420000,-500.0
2430000,-500.0
2440000,-500.0
2450000,-500.0
2460000,-500.0
2470000,-500.0
2480000,-500.0
2490000,-500.0
2500000,-500.0
2510000,-500.0
2520000,-500.0
2530000,-500.0
2540000,-500.0
2550000,-500.0
2560000,-500.0
2570000,-500.0
2580000,-500.0
2590000,-500.0
2600000,-500.0
2610000,-500.0
2620000,-500.0
2630000,-500.0
2640000,-500.0
2650000,-500.0
2660000,-500.0
2670000,-500.0
2680000,-500.0
2690000,-500.0
2700000,-500.0
2710000,-500.0
2720000,-500.0
2730000,-500.0
2740000,-500.0
2750000,-500.0
2760000,-500.0
2770000,-500.0
2780000,-500.0
2790000,-500.0
2800000,-500.0
2810000,-500.0
2820000,-500.0
2830000,-500.0
2840000,-500.0
2850000,-500.0
2860000,-500.0
2870000,-500.0
2880000,-500.0
2890000,-500.0
2900000,-500.0
2910000,-500.0
2920000,-500.0
2930000,-500.0
2940000,-500.0
2950000,-500.0
2960000,-500.0
2970000,-500.0
2980000,-500.0
2990000,-500.0
3000000,-500.0
3010000,-500.0
3020000,-500.0
3030000,-500.0
3040000,-500.0
3050000,-500.0
3060000,-500.0
3070000,-500.0
3080000,-500.0
3090000,-500.0
3100000,-500.0
3110000,-500.0
3120000,-500.0
3130000,-500.0
3140000,-500.0
3150000,-500.0
3160000,-500.0
3170000,-500.0
3180000,-500.0
3190000,-500.0
3200000,-500.0
3210000,-500.0
3220000,-500.0
3230000,-500.0
3240000,-500.0
3250000,-500.0
3260000,-500.0
3270000,-500.0
3280000,-500.0
3290000,-500.0
3300000,-500.0
3310000,-500.0
3320000,-500.0
3330000,-500.0
3340000,-500.0
3350000,-500.0
3360000,-500.0
3370000,-500.0
3380000,-500.0
3390000,-500.0
3400000,-500.0
3410000,-500.0
3420000,-500.0
3430000,-500.0
3440000,-500.0
3450000,-500.0
3460000,-500.0
3470000,-500.0
3480000,-500.0
3490000,-500.0
3500000,-500.0
3510000,-500.0
3520000,-500.0
3530000,-500.0
3540000,-500.0
3550000,-500.0
3560000,-500.0
3570000,-500.0
3580000,-500.0
3590000,-500.0
3600000,-500.0
3610000,-500.0
3620000,-500.0
3630000,-500.0
3640000,-500.0
3650000,-500.0
3660000,-500.0
3670000,-500.0
3680000,-500.0
3690000,-500.0
3700000,-500.0
3710000,-500.0
3720000,-500.0
3730000,-500.0
3740000,-500.0
3750000,-500.0
3760000,-500.0
3770000,-500.0
3780000,-500.0
3790000,-500.0
3800000,-500.0
3810000,-500.0
3820000,-500.0
3830000,-500.0
3840000,-500.0
3850000,-500.0
3860000,-500.0
3870000,-500.0
3880000,-500.0
3890000,-500.0
3900000,-500.0
3910000,-500.0
3920000,-500.0
3930000,-500.0
3940000,-500.0
3950000,-500.0
3960000,-500.0
3970000,-500.0
3980000,-500.0
3990000,-500.0
4000000,-500.0
4010000,-500.0
4020000,-500.0
4030000,-500.0
4040000,-500.0
4050000,-500.0
4060000,-500.0
4070000,-500.0
4080000,-500.0
4090000,-500.0
4100000,-500.0
4110000,-500.0
4120000,-500.0
4130000,-500.0
4140000,-500.0
4150000,-500.0
4160000,-500.0
4170000,-500.0
4180000,-500.0
4190000,-500.0
4200000,-500.0
