generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_reward
1,0.09999999999999988,-500.0,-500.0,-500.0
2,0.09999999999999988,-500.0,-500.0,-500.0
3,0.09999999999999988,-500.0,-500.0,-500.0
4,0.09999999999999988,-500.0,-500.0,-500.0
5,1.0799946154142004,-481.8,-499.63599999999997,-481.8
6,1.0699949487364226,-481.8,-499.57599999999996,-481.8
7,1.0666617265104967,-481.8,-499.57599999999996,-481.8
8,4.319524761738875,-201.2,-492.9,-201.2
9,3.6492946696500916,-192.4,-489.44800000000004,-192.4
10,3.4127342275043007,-237.6,-489.332,-237.6
11,2.991728860806346,-193.0,-481.088,-193.0
12,2.6227794103113236,-206.2,-473.70000000000005,-206.2
13,1.8961664315652118,-197.2,-456.992,-210.4
14,1.3794036633384619,-158.6,-427.504,-217.8
15,0.8468421767207861,-143.0,-410.32,-249.2
16,0.57793543059363,-135.4,-423.096,-209.4
17,0.4407843295084531,-109.2,-395.44,-214.0
18,0.41090776053356387,-129.8,-393.80799999999994,-138.2
19,0.3735021572875762,-123.6,-373.48,-141.4
20,0.34595157781764024,-121.8,-371.94399999999996,-152.4
21,0.3240528784473205,-127.6,-381.2,-131.8
22,0.30415376844900954,-117.6,-360.04799999999994,-131.0
23,0.28441228075361147,-114.0,-351.16399999999993,-127.0
24,0.38478952845692527,-118.0,-400.32,-118.0
25,0.34081467796308934,-125.4,-375.972,-132.2
26,0.3032760913417353,-100.6,-330.41600000000005,-113.0
27,0.2897000855159868,-106.6,-341.504,-106.6
28,0.2846406250845125,-112.6,-354.464,-115.6
29,0.2575065590432901,-101.0,-340.664,-106.2
30,0.24248999308774324,-106.2,-326.332,-117.8
31,0.24803106785043638,-97.6,-342.13199999999995,-108.8
32,0.2413896818301806,-87.8,-322.26,-87.8
33,0.29071120984529486,-97.6,-369.10400000000004,-120.2
34,0.2807538095415674,-97.0,-355.476,-97.0
35,0.26408877142142756,-95.2,-333.032,-112.8
36,0.2641924795807934,-96.4,-344.18,-96.4
37,0.27101981814631537,-93.6,-347.70799999999997,-93.6
38,0.2566126739156273,-86.2,-322.57200000000006,-86.2
39,0.24774198811700607,-95.8,-327.412,-97.6
40,0.2510154688576185,-89.0,-338.2,-95.4
41,0.23123801297054528,-95.6,-287.67199999999997,-125.6
42,0.3117239821882279,-93.4,-374.86799999999994,-113.4
43,0.2805931360499715,-95.0,-341.588,-113.4
44,0.26027290382851903,-90.0,-335.55199999999996,-139.4
45,0.24278938204119327,-98.2,-305.29600000000005,-134.8
46,0.24553447781467092,-101.8,-315.528,-104.8
47,0.22237833101456012,-87.4,-274.576,-87.4
48,0.21601582404971587,-85.4,-317.188,-85.4
49,0.20516220556534445,-91.6,-289.712,-91.6
50,0.20200334974890807,-85.2,-282.384,-85.2
51,0.19594841790777795,-85.6,-272.90799999999996,-85.6
52,0.2280776880126002,-97.0,-322.75600000000003,-99.0
53,0.21669582419323474,-94.0,-306.408,-103.8
54,0.20890445084896303,-93.2,-294.15200000000004,-102.6
55,0.20720327803657793,-93.6,-304.7,-106.6
56,0.21284279623228652,-94.0,-314.67199999999997,-94.0
57,0.20354888199670446,-94.2,-278.44,-100.6
58,0.20779943631114234,-93.6,-305.81199999999995,-98.8
59,0.20064534337682458,-95.2,-286.812,-110.8
60,0.2012879263248423,-96.2,-303.37999999999994,-96.2
61,0.2012305714081322,-96.6,-299.536,-96.6
62,0.2748948495448755,-86.2,-348.29600000000005,-86.2
63,0.23008262358975984,-90.2,-277.876,-90.2
64,0.21347313571380985,-84.8,-269.50800000000004,-84.8
65,0.20558557067567085,-88.0,-275.75600000000003,-92.2
66,0.20469569127545095,-89.0,-296.444,-90.6
67,0.18832595089049853,-88.8,-264.12399999999997,-88.8
68,0.18722868237963117,-88.2,-277.16,-88.2
69,0.2311612950043138,-93.4,-322.064,-94.0
70,0.20637077059365538,-95.2,-278.452,-98.2
71,0.20502888567154,-98.8,-302.572,-100.8
72,0.199079834180524,-94.2,-285.56399999999996,-112.8
73,0.27951598156685586,-97.4,-358.98400000000004,-106.0
74,0.2458429256227384,-93.6,-313.144,-104.4
75,0.2279252109616663,-101.4,-294.74,-106.2
76,0.2162354351749509,-92.8,-281.68,-106.2
77,0.2084637149393877,-89.4,-251.13600000000002,-96.8
78,0.18481738565077208,-92.2,-257.80800000000005,-94.6
79,0.1882813197546932,-92.8,-284.736,-96.4
80,0.18103308595402146,-77.0,-265.568,-77.0
81,0.21603622792487254,-86.0,-316.26000000000005,-105.4
82,0.19572375694378938,-84.6,-273.268,-103.8
83,0.190796595656021,-84.6,-265.62399999999997,-84.6
84,0.19001016143290336,-87.4,-279.892,-87.4
85,0.1851583307914176,-84.8,-223.016,-86.0
86,0.17170316531799218,-87.6,-241.09599999999998,-87.6
87,0.1654483313771848,-87.2,-228.93599999999998,-87.2
88,0.16187375851003144,-82.6,-237.14,-82.6
89,0.15382583829656032,-81.6,-217.296,-81.6
90,0.159490056645885,-85.4,-239.856,-85.4
91,0.16201643290881884,-85.6,-243.044,-85.6
92,0.18607474425004755,-79.4,-285.30400000000003,-101.4
93,0.17478337273647818,-84.4,-254.40000000000003,-84.4
94,0.16809540884397298,-87.4,-221.284,-87.4
95,0.1669372103476737,-83.6,-242.176,-83.6
96,0.16909338092078552,-86.6,-260.43199999999996,-86.6
97,0.20727570228171227,-81.0,-307.04,-100.0
98,0.17542892078028327,-92.2,-222.18,-102.2
99,0.19300451984331135,-94.8,-289.584,-94.8
100,0.17797996050229592,-91.6,-250.03599999999997,-91.6
