generation,individual_id,seed_value,raw_reward,shared_fitness
1,0,2116,-1531.2829329544234,0.045830874884537263
1,0,2083,-1542.33480442783,0.045830874884537263
1,0,2117,-1582.3944259736072,0.045830874884537263
1,0,2114,-1470.9011210592685,0.045830874884537263
1,0,2119,-1536.8114185272068,0.045830874884537263
1,1,2116,-1413.6361872276868,0.047033180068538384
1,1,2083,-1577.8923605691625,0.047033180068538384
1,1,2117,-1618.0028494010187,0.047033180068538384
1,1,2114,-1461.2541182279463,0.047033180068538384
1,1,2119,-1437.656631438193,0.047033180068538384
1,2,2116,-1566.1315251978403,0.04228376102827404
1,2,2083,-1561.1605464993277,0.04228376102827404
1,2,2117,-1620.6606116190374,0.04228376102827404
1,2,2114,-1561.43717931935,0.04228376102827404
1,2,2119,-1485.758014597168,0.04228376102827404
1,3,2116,-1538.6544613948483,0.045725965214985655
1,3,2083,-1495.6723591987632,0.045725965214985655
1,3,2117,-1573.2393563552012,0.045725965214985655
1,3,2114,-1534.5559899720784,0.045725965214985655
1,3,2119,-1510.7846053472094,0.045725965214985655
1,4,2116,-1521.0209058151104,0.04527639359138685
1,4,2083,-1520.4829435743052,0.04527639359138685
1,4,2117,-1581.5611414364464,0.04527639359138685
1,4,2114,-1531.621218493798,0.04527639359138685
1,4,2119,-1508.1714049960517,0.04527639359138685
1,5,2116,-1364.927869545556,0.053497124596018845
1,5,2083,-1513.9816391342383,0.053497124596018845
1,5,2117,-1535.1696894520799,0.053497124596018845
1,5,2114,-1446.2625959688494,0.053497124596018845
1,5,2119,-1461.7028974027112,0.053497124596018845
1,6,2116,-1355.1967755407989,0.05412203929989928
1,6,2083,-1446.8310988676324,0.05412203929989928
1,6,2117,-1558.8801027652084,0.05412203929989928
1,6,2114,-1470.120274196479,0.05412203929989928
1,6,2119,-1466.3676371058395,0.05412203929989928
1,7,2116,-1358.4893675443807,0.04750882802390577
1,7,2083,-1505.073611898097,0.04750882802390577
1,7,2117,-1632.3596883896882,0.04750882802390577
1,7,2114,-1526.7205161481297,0.04750882802390577
1,7,2119,-1517.2216459231965,0.04750882802390577
1,8,2116,-1440.9415957132298,0.05016915233191005
1,8,2083,-1506.256186569775,0.05016915233191005
1,8,2117,-1544.2725369495538,0.05016915233191005
1,8,2114,-1492.0372608077757,0.05016915233191005
1,8,2119,-1475.9796460985951,0.05016915233191005
1,9,2116,-1561.7618761958202,0.04183556622501329
1,9,2083,-1540.9812971775489,0.04183556622501329
1,9,2117,-1618.779312605075,0.04183556622501329
1,9,2114,-1565.896716662417,0.04183556622501329
1,9,2119,-1530.6284818403426,0.04183556622501329
1,10,2116,-1505.3594769165936,0.04775233735481537
1,10,2083,-1517.0909716791102,0.04775233735481537
1,10,2117,-1553.2080158999888,0.04775233735481537
1,10,2114,-1513.822810936934,0.04775233735481537
1,10,2119,-1491.6493034233313,0.04775233735481537
1,11,2116,-1554.1612031944878,0.04288044782505182
1,11,2083,-1556.482885619918,0.04288044782505182
1,11,2117,-1615.0189662504167,0.04288044782505182
1,11,2114,-1517.617030285851,0.04288044782505182
1,11,2119,-1531.1514855459188,0.04288044782505182
1,12,2116,-1408.9146107342538,0.06636020539735568
1,12,2083,-1476.5137590380082,0.06636020539735568
1,12,2117,-1284.8214517148488,0.06636020539735568
1,12,2114,-1200.9528895694964,0.06636020539735568
1,12,2119,-1455.524152389429,0.06636020539735568
1,13,2116,-1443.380616551421,0.04276285999850338
1,13,2083,-1567.7538205549831,0.04276285999850338
1,13,2117,-1643.7960829217302,0.04276285999850338
1,13,2114,-1566.207988121535,0.04276285999850338
1,13,2119,-1568.0927013091791,0.04276285999850338
1,14,2116,-1218.1320572099644,0.05710696092739961
1,14,2083,-1832.6654936603998,0.05710696092739961
1,14,2117,-1506.0820001840277,0.05710696092739961
1,14,2114,-1254.647415724841,0.05710696092739961
1,14,2119,-1202.504117498354,0.05710696092739961
1,15,2116,-1558.524794916649,0.046823810363247634
1,15,2083,-1522.1148317103264,0.046823810363247634
1,15,2117,-1637.9911162755166,0.046823810363247634
1,15,2114,-1367.2333575954297,0.046823810363247634
1,15,2119,-1533.9248672133276,0.046823810363247634
1,16,2116,-1539.0668789890362,0.04748104462597452
1,16,2083,-1562.0280553527118,0.04748104462597452
1,16,2117,-1592.4950996352827,0.04748104462597452
1,16,2114,-1356.8724175939994,0.04748104462597452
1,16,2119,-1541.6780695311097,0.04748104462597452
1,17,2116,-1381.3168156204015,0.06530770494424769
1,17,2083,-1310.5337324575607,0.06530770494424769
1,17,2117,-1421.1438337696113,0.06530770494424769
1,17,2114,-1360.5114494840286,0.06530770494424769
1,17,2119,-1377.8130054015191,0.06530770494424769
1,18,2116,-1490.4034208637036,0.046259188599794714
1,18,2083,-1500.7641324392528,0.046259188599794714
1,18,2117,-1618.4264709108913,0.046259188599794714
1,18,2114,-1476.4651201523152,0.046259188599794714
1,18,2119,-1487.0427032584996,0.046259188599794714
1,19,2116,-1210.93564974244,0.06414785924269614
1,19,2083,-1759.4672198359137,0.06414785924269614
1,19,2117,-1422.6320964464692,0.06414785924269614
1,19,2114,-1131.7054618118382,0.06414785924269614
1,19,2119,-1202.0539600342493,0.06414785924269614
1,20,2116,-1435.1065643525199,0.05382283255303112
1,20,2083,-1515.3762921393168,0.05382283255303112
1,20,2117,-1505.0775675358273,0.05382283255303112
1,20,2114,-1415.7322211735836,0.05382283255303112
1,20,2119,-1444.979502472865,0.05382283255303112
1,21,2116,-1559.1521795169815,0.042901576368244994
1,21,2083,-1512.1721983633859,0.042901576368244994
1,21,2117,-1613.6569452614249,0.042901576368244994
1,21,2114,-1561.228058005394,0.042901576368244994
1,21,2119,-1520.0924766657308,0.042901576368244994
1,22,2116,-1473.7177573793426,0.049702226116443364
1,22,2083,-1464.69126069282,0.049702226116443364
1,22,2117,-1585.4960075234567,0.049702226116443364
1,22,2114,-1469.234769941703,0.049702226116443364
1,22,2119,-1449.4424285578152,0.049702226116443364
1,23,2116,-1339.8673942717708,0.06466001224622475
1,23,2083,-1533.9180898163384,0.06466001224622475
1,23,2117,-1360.4661576028852,0.06466001224622475
1,23,2114,-1328.471878428748,0.06466001224622475
1,23,2119,-1327.2981190854002,0.06466001224622475
1,24,2116,-1326.179173029554,0.052931368278191004
1,24,2083,-1618.2882677968619,0.052931368278191004
1,24,2117,-1590.6416991968144,0.052931368278191004
1,24,2114,-1325.5875868899436,0.052931368278191004
1,24,2119,-1388.8533252220175,0.052931368278191004
1,25,2116,-1354.1358615720906,0.04528853347611628
1,25,2083,-1865.6177340692948,0.04528853347611628
1,25,2117,-1630.5644841226047,0.04528853347611628
1,25,2114,-1328.283206980662,0.04528853347611628
1,25,2119,-1336.2678568903152,0.04528853347611628
1,26,2116,-1549.9267266451484,0.046278048905328266
1,26,2083,-1403.3097481854895,0.046278048905328266
1,26,2117,-1609.8684525070726,0.046278048905328266
1,26,2114,-1554.2527821071037,0.046278048905328266
1,26,2119,-1533.221335003291,0.046278048905328266
1,27,2116,-1338.5863235137197,0.06425660705921006
1,27,2083,-1454.0562104608684,0.06425660705921006
1,27,2117,-1473.1851319719865,0.06425660705921006
1,27,2114,-1261.8918714403555,0.06425660705921006
1,27,2119,-1309.7527630708842,0.06425660705921006
1,28,2116,-1518.4449359522703,0.05093084171327303
1,28,2083,-1458.9407688867334,0.05093084171327303
1,28,2117,-1564.8670700016817,0.05093084171327303
1,28,2114,-1406.8387117645975,0.05093084171327303
1,28,2119,-1521.5312386168275,0.05093084171327303
1,29,2116,-1323.3258384720727,0.058161280532677745
1,29,2083,-1510.42959681942,0.058161280532677745
1,29,2117,-1566.1037393887118,0.058161280532677745
1,29,2114,-1296.5087317712992,0.058161280532677745
1,29,2119,-1327.474270033028,0.058161280532677745
1,30,2116,-1392.4540785309803,0.05463996051153254
1,30,2083,-1403.60229049097,0.05463996051153254
1,30,2117,-1546.166472635878,0.05463996051153254
1,30,2114,-1472.4365251502327,0.05463996051153254
1,30,2119,-1473.8587585482505,0.05463996051153254
1,31,2116,-1368.746925348138,0.06280177541954103
1,31,2083,-1379.555628081612,0.06280177541954103
1,31,2117,-1466.353479564407,0.06280177541954103
1,31,2114,-1395.7562841585602,0.06280177541954103
1,31,2119,-1370.0368874001515,0.06280177541954103
1,32,2116,-1540.1043879113388,0.04034545968571281
1,32,2083,-1563.9545277627699,0.04034545968571281
1,32,2117,-1653.4588208483822,0.04034545968571281
1,32,2114,-1553.3687321788832,0.04034545968571281
1,32,2119,-1546.0113935336235,0.04034545968571281
1,33,2116,-1531.0527001400374,0.04425513922258441
1,33,2083,-1529.4899738844304,0.04425513922258441
1,33,2117,-1592.565108292886,0.04425513922258441
1,33,2114,-1538.931266257278,0.04425513922258441
1,33,2119,-1519.2762305753392,0.04425513922258441
1,34,2116,-1527.8649924700508,0.04359827292565985
1,34,2083,-1523.3035702203824,0.04359827292565985
1,34,2117,-1619.0183890734972,0.04359827292565985
1,34,2114,-1540.8672804702687,0.04359827292565985
1,34,2119,-1524.117304339135,0.04359827292565985
1,35,2116,-1379.2705053223667,0.048770578737524384
1,35,2083,-1530.06194647372,0.048770578737524384
1,35,2117,-1633.4801673035493,0.048770578737524384
1,35,2114,-1457.7013846044024,0.048770578737524384
1,35,2119,-1435.6264325796392,0.048770578737524384
1,36,2116,-1421.0967220994705,0.053038879171232345
1,36,2083,-1490.3599466993658,0.053038879171232345
1,36,2117,-1525.4293563853582,0.053038879171232345
1,36,2114,-1514.4275295659095,0.053038879171232345
1,36,2119,-1426.3601350760075,0.053038879171232345
1,37,2116,-1562.530943970224,0.04530805094080201
1,37,2083,-1365.0986727912098,0.04530805094080201
1,37,2117,-1636.4553159626414,0.04530805094080201
1,37,2114,-1569.5820129152162,0.04530805094080201
1,37,2119,-1547.3802034377309,0.04530805094080201
1,38,2116,-1327.6965281644023,0.04925675186391664
1,38,2083,-1807.702316184192,0.04925675186391664
1,38,2117,-1520.8138651549255,0.04925675186391664
1,38,2114,-1302.0789158467476,0.04925675186391664
1,38,2119,-1342.4858106517477,0.04925675186391664
1,39,2116,-1171.5502257202995,0.07013917854965954
1,39,2083,-1320.5270105292004,0.07013917854965954
1,39,2117,-1550.0809927015332,0.07013917854965954
1,39,2114,-1422.386547425004,0.07013917854965954
1,39,2119,-1162.2267549397184,0.07013917854965954
1,40,2116,-1298.8900490432486,0.05217819376896495
1,40,2083,-1486.6636300326247,0.05217819376896495
1,40,2117,-1634.8465496099475,0.05217819376896495
1,40,2114,-1435.0342553758721,0.05217819376896495
1,40,2119,-1432.28380317677,0.05217819376896495
1,41,2116,-1553.222938404366,0.04327565141777644
1,41,2083,-1537.090154107687,0.04327565141777644
1,41,2117,-1600.8413392376958,0.04327565141777644
1,41,2114,-1545.4509664309694,0.04327565141777644
1,41,2119,-1514.5894922268762,0.04327565141777644
1,42,2116,-1484.611850967602,0.04417021102001238
1,42,2083,-1525.0472723167113,0.04417021102001238
1,42,2117,-1655.753241795952,0.04417021102001238
1,42,2114,-1481.5487093749327,0.04417021102001238
1,42,2119,-1492.6931879470887,0.04417021102001238
1,43,2116,-1519.5841977263974,0.052411231999015935
1,43,2083,-1346.0920735961643,0.052411231999015935
1,43,2117,-1549.7743127715037,0.052411231999015935
1,43,2114,-1515.895468490692,0.052411231999015935
1,43,2119,-1494.522541879922,0.052411231999015935
1,44,2116,-1516.426514565893,0.043500223181940946
1,44,2083,-1524.0615563405536,0.043500223181940946
1,44,2117,-1619.1381888195156,0.043500223181940946
1,44,2114,-1537.0897894502352,0.043500223181940946
1,44,2119,-1528.5590891405232,0.043500223181940946
1,45,2116,-1135.7640557162297,0.06883011677437031
1,45,2083,-1667.9041010762235,0.06883011677437031
1,45,2117,-1381.6863333200188,0.06883011677437031
1,45,2114,-1230.7549726720342,0.06883011677437031
1,45,2119,-1153.8503258345545,0.06883011677437031
1,46,2116,-1539.9803364482361,0.04805387780012794
1,46,2083,-1391.254613808573,0.04805387780012794
1,46,2117,-1588.3350718452384,0.04805387780012794
1,46,2114,-1545.4168577660373,0.04805387780012794
1,46,2119,-1518.1137008257535,0.04805387780012794
1,47,2116,-1576.1258057321115,0.040821271512460816
1,47,2083,-1577.367200176701,0.040821271512460816
1,47,2117,-1646.0072582033918,0.040821271512460816
1,47,2114,-1565.0059450811846,0.040821271512460816
1,47,2119,-1485.946906286978,0.040821271512460816
1,48,2116,-1411.9378873468386,0.05401966860989087
1,48,2083,-1391.0683894788622,0.05401966860989087
1,48,2117,-1581.5137237414494,0.05401966860989087
1,48,2114,-1515.9964480166398,0.05401966860989087
1,48,2119,-1413.0869073334984,0.05401966860989087
1,49,2116,-1482.7901561501865,0.04729173701124527
1,49,2083,-1434.324980744753,0.04729173701124527
