gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.07381817969038118,-1308.0468548718713,-1490.2093784633028
2,0.10189594489852771,-960.6897203245759,-1413.5228585303514
3,0.09734465558715218,-963.5450585355795,-1420.193639342322
4,0.10183392927436638,-921.1460539640566,-1412.6479230010748
5,0.09507082694980526,-987.3403468499179,-1431.4158846721891
6,0.09394653099401278,-987.6316982958945,-1415.0141625863432
7,0.09657568708250794,-904.3147545374104,-1400.020623241756
8,0.10807929644652825,-807.698713970173,-1376.0018813448464
9,0.10216754325071427,-810.8267157759353,-1379.3606907509002
10,0.12256333055823515,-794.9958163303501,-1410.4362568484873
11,0.12125572194885983,-783.5115106995823,-1410.0756704371445
12,0.11834110512857621,-821.1689038564646,-1437.2645257175056
13,0.10278990872527216,-857.0042019424309,-1427.3038701929718
14,0.09507478810936654,-909.7592287765759,-1418.4457968836537
15,0.10231922883055618,-951.3078375913417,-1459.0696866736357
16,0.09167773705725511,-1044.0690870575306,-1447.7112199085002
17,0.11047696695927989,-920.2038489398046,-1424.247820841761
18,0.11134612478371446,-895.2454442212602,-1442.8115284417258
19,0.10164515180842287,-945.7609326153864,-1427.4605489381115
20,0.10653256458518601,-852.5264702418478,-1413.479375638145
21,0.09933419862246998,-832.4503866057585,-1358.2741053211691
22,0.12239622188308824,-659.0300260143015,-1301.8127890082737
23,0.1071439320826269,-723.1982927260982,-1353.1297256524888
24,0.11259636082855504,-657.5237066471216,-1316.4748826822768
25,0.10658312444319756,-634.2802842554854,-1236.1550010177225
26,0.1119059141784658,-683.3703693868149,-1294.9734516117708
27,0.11261332501343732,-575.3034743502539,-1297.9597501316944
28,0.12801919596459646,-771.3608175499572,-1277.6803070998187
29,0.08452378463839652,-676.1564104500096,-1226.3471557494327
30,0.10326729020225854,-369.7784447504923,-1124.3776464853174
31,0.10250490789207929,-525.401736879134,-1200.9962138148492
32,0.10544190469203825,-389.55014358446874,-1139.25139358843
33,0.12544397964162843,-223.35102724440077,-1045.4463523454497
34,0.12213593727274581,-182.01835526964996,-955.7431652055025
35,0.14095654272657002,-272.04163046256997,-1090.308906791986
36,0.11710710560173734,-184.49592988022238,-1015.0410562095946
37,0.1086573223087633,-107.58913030881426,-853.0297844442923
38,0.11013205671368029,-116.85316411443895,-898.6728938686667
39,0.08638247777094371,-52.51548873707526,-702.4480276315439
40,0.07628131376808434,-0.6983628919230785,-540.696584594353
41,0.08545797144474278,-26.320861409469337,-597.6714920804732
42,0.10526914247360986,-61.08540271658062,-736.7817487016755
43,0.09755502609146482,-86.99711967672769,-701.7879505528061
44,0.10761535801701014,-64.09022774898139,-746.4572454376686
45,0.07916118154802185,-65.0380901970521,-541.3323481631404
46,0.09503520997642124,-107.47599034392792,-708.3674071468708
47,0.08747237690919034,-154.05856809764109,-601.8895838101893
48,0.09319860176218739,-80.86604568942263,-708.3000768081206
49,0.08392580860844709,-169.24518418221774,-653.9224008394641
50,0.09512778163168492,-168.76501469472015,-751.7932265785034
51,0.07859526580020379,-82.16625077949689,-544.276948989431
