Timestamp_sec,CPU_Usage_Percent,GPU_Power_Watts
135.62,47.8,32.98
136.14,41.7,33.72
136.66,42.4,32.91
137.17,14.9,27.71
137.69,10.3,80.68
138.19,8.5,80.58
138.69,9.0,79.77
139.19,10.3,84.10
139.70,10.8,79.15
140.20,13.0,80.29
140.72,9.4,78.48
141.23,9.4,82.05
141.75,10.1,82.59
142.26,9.4,84.19
142.77,10.3,80.36
143.27,8.7,83.19
143.77,10.6,81.03
144.29,9.7,83.57
144.79,10.2,80.82
145.31,12.5,83.73
145.82,11.4,80.56
146.33,11.2,82.61
146.83,10.0,81.81
147.33,9.9,85.48
147.85,9.5,83.81
148.36,9.5,86.52
148.88,10.5,82.99
149.40,9.8,86.40
149.90,34.6,74.09
150.40,42.9,74.20
150.92,43.2,62.34
151.43,47.6,62.59
151.93,47.2,51.55
152.45,46.0,46.72
152.97,43.7,40.54
153.49,43.2,40.10
154.00,41.7,35.17
154.52,38.9,33.88
155.04,40.9,36.25
155.55,43.1,35.31
156.07,43.1,34.32
156.59,39.8,35.81
157.10,45.1,35.24
157.62,44.0,34.64
158.13,41.7,34.62
158.65,42.3,34.96
159.16,42.8,36.13
159.67,42.2,31.72
160.19,43.1,34.19
160.70,41.6,34.29
161.22,43.2,35.94
161.73,40.5,33.94
162.25,40.6,35.58
162.77,44.1,35.07
163.28,41.5,37.72
163.80,40.6,35.16
164.31,24.2,31.37
164.83,10.4,52.33
165.34,10.7,90.18
165.86,10.1,87.78
166.37,8.1,87.39
166.88,11.1,80.76
167.39,9.2,84.12
167.91,10.2,82.50
168.42,8.4,80.42
168.93,10.6,82.34
169.43,11.5,82.39
169.94,12.7,83.50
170.45,8.7,82.10
170.97,10.5,82.52
171.47,8.6,82.17
171.99,11.2,82.61
172.49,10.1,86.65
173.01,11.8,84.86
173.51,12.7,83.69
174.03,13.5,87.16
174.55,9.0,86.40
175.05,10.8,86.85
175.57,8.9,89.53
176.08,10.4,89.53
176.60,9.1,89.52
177.10,22.8,74.11
177.62,43.5,65.55
178.12,44.1,63.18
178.64,42.8,63.13
179.16,46.8,52.26
179.67,44.0,47.23
180.19,45.5,40.79
180.70,37.7,38.54
181.22,45.9,34.52
