Timestamp_sec,CPU_Usage_Percent,GPU_Power_Watts
135.64,52.9,30.04
136.16,58.7,31.41
136.68,53.3,28.84
137.19,53.9,31.46
137.71,60.5,30.49
138.23,59.1,35.23
138.75,58.8,28.70
139.26,53.7,31.08
139.78,57.1,28.74
140.29,50.2,29.40
140.80,56.3,30.62
141.32,59.5,29.30
141.82,55.2,30.41
142.34,62.6,30.61
142.85,59.5,29.13
143.36,53.6,29.08
143.87,56.2,32.99
144.39,54.8,30.09
144.91,58.9,29.46
145.42,52.1,30.51
145.94,53.1,30.15
146.45,54.8,28.55
146.97,53.3,30.80
147.48,52.7,29.27
148.00,55.5,28.76
148.50,55.1,28.56
149.02,56.9,30.91
149.53,52.8,30.03
150.05,57.9,29.07
150.55,54.6,30.51
151.07,55.0,29.00
151.58,57.7,30.65
152.10,55.8,29.41
152.60,57.3,28.91
153.10,55.7,28.49
153.62,53.7,28.86
154.14,56.0,29.12
154.65,55.0,29.36
155.16,54.7,29.31
155.66,53.7,29.10
156.18,55.8,29.36
156.70,56.9,28.79
157.21,61.9,28.70
157.73,56.4,30.95
158.24,58.2,29.45
158.76,58.7,30.40
159.27,53.5,29.92
159.79,53.2,28.70
160.30,58.4,30.01
160.82,15.8,27.68
161.34,11.1,49.95
161.85,10.5,89.78
162.35,12.7,92.93
162.86,9.9,90.85
163.36,9.3,90.92
163.87,10.0,83.80
164.38,9.6,87.03
164.89,11.5,86.56
165.40,10.7,85.18
165.90,10.9,83.44
166.42,9.9,86.33
166.92,11.5,82.03
167.43,9.4,84.19
167.93,12.9,80.19
168.45,11.2,85.93
168.95,11.2,84.99
169.47,9.6,85.37
169.98,10.8,81.91
170.49,9.7,86.35
170.99,12.6,88.45
171.50,9.2,87.27
172.00,9.7,89.42
172.51,9.6,89.80
173.03,12.1,88.32
173.54,52.5,70.69
174.05,65.4,62.82
174.55,69.6,63.46
175.07,73.8,62.01
175.57,62.4,61.44
176.09,68.0,45.72
176.60,62.8,37.00
177.12,57.3,38.84
177.62,55.5,32.15
178.14,59.6,32.20
178.66,53.3,32.83
179.18,58.8,32.87
179.69,56.3,33.76
180.21,58.3,34.41
180.72,55.2,33.09
