generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_reward
1,0.18663245984966398,24.8,13.384,24.8
2,0.2400316546897449,42.4,17.599999999999998,42.4
3,0.19716453580372664,46.4,26.863999999999997,41.4
4,0.18089185640458827,57.6,31.652,57.6
5,0.2710518276427749,110.4,41.56400000000001,110.4
6,0.2919313721900145,146.4,50.388000000000005,146.4
7,0.31557533184817343,176.2,55.12,176.2
8,0.4324708554656995,307.6,68.72,307.6
9,0.43622095378079984,405.4,91.472,405.4
10,0.397238714720181,432.4,122.552,395.4
11,0.3465042325536814,500.0,202.796,394.4
12,0.30495039474018804,500.0,232.24,327.4
13,0.24078078797966698,500.0,310.7,350.4
14,0.21879394065727437,500.0,263.152,464.6
15,0.197276699098625,500.0,291.56000000000006,500.0
16,0.1788060013966088,500.0,324.064,500.0
17,0.16530524666546537,500.0,346.41600000000005,500.0
18,0.16333036206154689,500.0,321.88,500.0
19,0.162212115108945,500.0,308.504,500.0
20,0.16502602108518985,500.0,303.16,500.0
